ProjectID,MonthStart,BudgetEUR,ActualEUR,CommittedEUR,EAC_EUR,CostDriver,Currency
PRJ00145,2026-07-01,3408890,5386091,9370632,59893151,Scope Change,EUR
PRJ00145,2026-08-01,3053115,2817875,5481935,59748480,Scope Change,EUR
PRJ00145,2026-09-01,2570130,3974486,6048214,60275305,Scope Change,EUR
PRJ00145,2026-10-01,1949405,1122613,2175793,59031913,Scope Change,EUR
PRJ00145,2026-11-01,1180412,1248912,1361021,58874216,Scope Change,EUR
PRJ00145,2026-12-01,252622,74485,74485,58632896,Scope Change,EUR
PRJ00146,2025-09-01,2019,1854,20707116,28320491,Productivity Delay,EUR
PRJ00146,2025-10-01,107025,124028,11201907,27087340,Productivity Delay,EUR
PRJ00146,2025-11-01,346794,296400,17528531,28440001,Productivity Delay,EUR
PRJ00146,2025-12-01,687198,820611,17490903,28422899,Productivity Delay,EUR
PRJ00146,2026-01-01,1094113,1253883,16896763,29693581,Productivity Delay,EUR
PRJ00146,2026-02-01,1533412,1822197,17454883,27713936,Productivity Delay,EUR
PRJ00146,2026-03-01,1970971,2140860,15653745,28201793,Productivity Delay,EUR
PRJ00146,2026-04-01,2372662,2902146,14421707,29396366,Productivity Delay,EUR
PRJ00146,2026-05-01,2704361,2432300,11019301,27935023,Productivity Delay,EUR
PRJ00146,2026-06-01,2931942,3499788,11440061,28048729,Productivity Delay,EUR
PRJ00146,2026-07-01,3021278,4137192,9131069,29795455,Productivity Delay,EUR
PRJ00146,2026-08-01,2938244,3003859,7777888,29065670,Productivity Delay,EUR
PRJ00146,2026-09-01,2648714,2765756,5484317,29012602,Productivity Delay,EUR
PRJ00146,2026-10-01,2118563,2019524,2709729,28852884,Productivity Delay,EUR
PRJ00146,2026-11-01,1313665,1388505,1510279,28818818,Productivity Delay,EUR
PRJ00146,2026-12-01,199893,213794,213794,28822697,Productivity Delay,EUR
PRJ00147,2026-03-01,3905,4223,19032271,33592074,Inflation/Materials,EUR
PRJ00147,2026-04-01,491227,457553,18729489,32814830,Inflation/Materials,EUR
PRJ00147,2026-05-01,1580278,1635721,19424057,34917169,Inflation/Materials,EUR
PRJ00147,2026-06-01,2965519,3694962,14205696,33595427,Inflation/Materials,EUR
PRJ00147,2026-07-01,4341406,5412011,14343677,34427943,Inflation/Materials,EUR
PRJ00147,2026-08-01,5402398,5284230,15613316,33092988,Inflation/Materials,EUR
PRJ00147,2026-09-01,5842953,5330639,12213942,32415645,Inflation/Materials,EUR
PRJ00147,2026-10-01,5357529,6577024,9479779,32901932,Inflation/Materials,EUR
PRJ00147,2026-11-01,3640585,4068322,4254129,32915415,Inflation/Materials,EUR
PRJ00147,2026-12-01,386580,474450,474450,32939135,Inflation/Materials,EUR
PRJ00148,2024-02-01,2580,2728,53941414,83775115,Scope Change,EUR
PRJ00148,2024-03-01,37757,42094,43192640,87683321,Scope Change,EUR
PRJ00148,2024-04-01,111195,92234,30348164,88444854,Scope Change,EUR
PRJ00148,2024-05-01,219148,189446,47008249,87771922,Scope Change,EUR
PRJ00148,2024-06-01,357873,482852,58701466,88522270,Scope Change,EUR
PRJ00148,2024-07-01,523625,757798,30507266,88283743,Scope Change,EUR
PRJ00148,2024-08-01,712659,591143,36023736,87754938,Scope Change,EUR
PRJ00148,2024-09-01,921231,1113040,43209022,86069765,Scope Change,EUR
PRJ00148,2024-10-01,1145597,914340,37976271,85527014,Scope Change,EUR
PRJ00148,2024-11-01,1382011,1971159,34840968,91448248,Scope Change,EUR
PRJ00148,2024-12-01,1626729,1784029,39900907,85059870,Scope Change,EUR
PRJ00148,2025-01-01,1876007,2999391,45061839,92021006,Scope Change,EUR
PRJ00148,2025-02-01,2126100,2070711,36068824,86108267,Scope Change,EUR
PRJ00148,2025-03-01,2373264,2371060,37605355,90275816,Scope Change,EUR
PRJ00148,2025-04-01,2613754,3081925,42086250,89082299,Scope Change,EUR
PRJ00148,2025-05-01,2843825,3637064,36760093,88838641,Scope Change,EUR
PRJ00148,2025-06-01,3059733,3857176,25505383,83021066,Scope Change,EUR
PRJ00148,2025-07-01,3257734,4211767,32999638,87443538,Scope Change,EUR
PRJ00148,2025-08-01,3434082,3623814,39582109,88426330,Scope Change,EUR
PRJ00148,2025-09-01,3585034,4643095,32031591,89935210,Scope Change,EUR
PRJ00148,2025-10-01,3706845,5709515,28671614,89846109,Scope Change,EUR
PRJ00148,2025-11-01,3795770,4777510,27021104,88735383,Scope Change,EUR
PRJ00148,2025-12-01,3848065,3609630,27875900,89458332,Scope Change,EUR
PRJ00148,2026-01-01,3859985,4572297,20882663,89953181,Scope Change,EUR
PRJ00148,2026-02-01,3827786,2726810,18104151,87650264,Scope Change,EUR
PRJ00148,2026-03-01,3747723,4643682,18418084,89256362,Scope Change,EUR
PRJ00148,2026-04-01,3616052,2783813,13037303,86755334,Scope Change,EUR
PRJ00148,2026-05-01,3429027,4259608,10469962,87459677,Scope Change,EUR
PRJ00148,2026-06-01,3182905,3475778,11557727,86577738,Scope Change,EUR
PRJ00148,2026-07-01,2873941,3733107,7225200,87352514,Scope Change,EUR
PRJ00148,2026-08-01,2498391,2772231,5467160,86924483,Scope Change,EUR
PRJ00148,2026-09-01,2052509,2832121,4434273,87563962,Scope Change,EUR
PRJ00148,2026-10-01,1532552,1859529,2494586,87564373,Scope Change,EUR
PRJ00148,2026-11-01,934775,1232147,1385816,87710129,Scope Change,EUR
PRJ00148,2026-12-01,255432,261550,261550,87686193,Scope Change,EUR
PRJ00149,2026-01-01,5324,5256,23521961,58151992,Scope Change,EUR
PRJ00149,2026-02-01,475763,478597,22815842,56125012,Scope Change,EUR
PRJ00149,2026-03-01,1546165,2110774,26859632,56682468,Scope Change,EUR
PRJ00149,2026-04-01,2988344,3189391,25594471,55929433,Scope Change,EUR
PRJ00149,2026-05-01,4574110,5216784,23475000,54995355,Scope Change,EUR
PRJ00149,2026-06-01,6075276,5884230,28872194,56020806,Scope Change,EUR
PRJ00149,2026-07-01,7263653,7838942,28193340,55490499,Scope Change,EUR
PRJ00149,2026-08-01,7911054,7509510,19923303,53213815,Scope Change,EUR
PRJ00149,2026-09-01,7789289,8886816,16800456,54333412,Scope Change,EUR
PRJ00149,2026-10-01,6670171,6669122,9436911,53032869,Scope Change,EUR
PRJ00149,2026-11-01,4325512,5137824,5430977,53519144,Scope Change,EUR
PRJ00149,2026-12-01,527123,476062,476062,53403307,Scope Change,EUR
PRJ00150,2025-12-01,6714,10853,52760992,81709001,Inflation/Materials,EUR
PRJ00150,2026-01-01,517653,696172,33054979,80337731,Inflation/Materials,EUR
PRJ00150,2026-02-01,1684477,2000273,52352935,78042274,Inflation/Materials,EUR
PRJ00150,2026-03-01,3285544,4828475,55649326,78246599,Inflation/Materials,EUR
PRJ00150,2026-04-01,5099207,5643959,33763647,81477794,Inflation/Materials,EUR
PRJ00150,2026-05-01,6903824,6921034,33348635,81886089,Inflation/Materials,EUR
PRJ00150,2026-06-01,8477750,7517924,27679754,81502674,Inflation/Materials,EUR
PRJ00150,2026-07-01,9599341,7946644,29753026,74221205,Inflation/Materials,EUR
PRJ00150,2026-08-01,10046953,13417072,27110676,78585596,Inflation/Materials,EUR
PRJ00150,2026-09-01,9598941,5896128,13232413,70806257,Inflation/Materials,EUR
PRJ00150,2026-10-01,8033662,7098663,11132985,68390352,Inflation/Materials,EUR
PRJ00150,2026-11-01,5129470,4898751,5394380,67656238,Inflation/Materials,EUR
PRJ00150,2026-12-01,664723,426943,426943,67302891,Inflation/Materials,EUR
PRJ00151,2026-05-01,2422,3357,7819917,16592497,Scope Change,EUR
PRJ00151,2026-06-01,467816,514814,8476111,16611876,Scope Change,EUR
PRJ00151,2026-07-01,1460590,1914274,9228984,16355542,Scope Change,EUR
PRJ00151,2026-08-01,2578017,2570122,7656048,16674393,Scope Change,EUR
PRJ00151,2026-09-01,3417371,4308049,8341736,16614994,Scope Change,EUR
PRJ00151,2026-10-01,3575928,3712820,4916832,16204408,Scope Change,EUR
PRJ00151,2026-11-01,2650960,2691628,2793536,15994224,Scope Change,EUR
PRJ00151,2026-12-01,239742,238938,238938,15954002,Scope Change,EUR
PRJ00152,2024-04-01,3460,4142,49775874,103953132,Scope Change,EUR
PRJ00152,2024-05-01,55344,50680,45561590,106344615,Scope Change,EUR
PRJ00152,2024-06-01,164804,184516,40684368,107760009,Scope Change,EUR
PRJ00152,2024-07-01,325814,327194,70711602,105016290,Scope Change,EUR
PRJ00152,2024-08-01,532352,587148,71582778,104967389,Scope Change,EUR
PRJ00152,2024-09-01,778394,841802,62710837,108007816,Scope Change,EUR
PRJ00152,2024-10-01,1057916,901305,69745600,105307058,Scope Change,EUR
PRJ00152,2024-11-01,1364893,1597169,62724143,107813278,Scope Change,EUR
PRJ00152,2024-12-01,1693303,1678640,58310196,108024167,Scope Change,EUR
PRJ00152,2025-01-01,2037120,2117878,54704050,102508811,Scope Change,EUR
PRJ00152,2025-02-01,2390322,2642682,47020188,107127138,Scope Change,EUR
PRJ00152,2025-03-01,2746884,3135095,64070611,108231273,Scope Change,EUR
PRJ00152,2025-04-01,3100782,3563457,51983901,105647620,Scope Change,EUR
PRJ00152,2025-05-01,3445993,4090377,57738664,108580366,Scope Change,EUR
PRJ00152,2025-06-01,3776493,3129052,38907511,104990401,Scope Change,EUR
PRJ00152,2025-07-01,4086257,4711882,43299566,106634934,Scope Change,EUR
PRJ00152,2025-08-01,4369261,4811460,55119393,107004222,Scope Change,EUR
PRJ00152,2025-09-01,4619483,4800231,51499095,102093358,Scope Change,EUR
PRJ00152,2025-10-01,4830898,5453528,45186299,101079799,Scope Change,EUR
PRJ00152,2025-11-01,4997482,6003277,38996507,107803730,Scope Change,EUR
PRJ00152,2025-12-01,5113211,5131517,25149021,105541274,Scope Change,EUR
PRJ00152,2026-01-01,5172061,6486895,31479391,104710378,Scope Change,EUR
PRJ00152,2026-02-01,5168009,6336473,23529660,106263936,Scope Change,EUR
PRJ00152,2026-03-01,5095030,5811977,27520741,106312590,Scope Change,EUR
PRJ00152,2026-04-01,4947101,4776222,19911287,104281084,Scope Change,EUR
PRJ00152,2026-05-01,4718197,6308456,16645300,105551799,Scope Change,EUR
PRJ00152,2026-06-01,4402295,4980258,11438696,106971944,Scope Change,EUR
PRJ00152,2026-07-01,3993372,4457862,10914092,106252983,Scope Change,EUR
PRJ00152,2026-08-01,3485402,3877501,7083786,106412396,Scope Change,EUR
PRJ00152,2026-09-01,2872362,3334186,5108265,106299963,Scope Change,EUR
PRJ00152,2026-10-01,2148229,2582092,3718348,106494624,Scope Change,EUR
PRJ00152,2026-11-01,1306978,1434062,1664902,106534472,Scope Change,EUR
PRJ00152,2026-12-01,342585,330010,330010,106479025,Scope Change,EUR
PRJ00153,2025-11-01,4224,5438,21345350,54038742,Risk Realised,EUR
PRJ00153,2025-12-01,284479,274047,34787414,52539051,Risk Realised,EUR
PRJ00153,2026-01-01,925422,831187,30993131,50431389,Risk Realised,EUR
PRJ00153,2026-02-01,1817391,1854580,20460172,51824333,Risk Realised,EUR
PRJ00153,2026-03-01,2850725,3235608,20855257,53058408,Risk Realised,EUR
PRJ00153,2026-04-01,3915765,4875896,24340490,53563358,Risk Realised,EUR
PRJ00153,2026-05-01,4902848,5357620,23542114,52403260,Risk Realised,EUR
PRJ00153,2026-06-01,5702314,5203300,16184185,51155953,Risk Realised,EUR
PRJ00153,2026-07-01,6204502,6827550,21379881,51144565,Risk Realised,EUR
PRJ00153,2026-08-01,6299751,7454482,18697074,51810044,Risk Realised,EUR
PRJ00153,2026-09-01,5878401,6612832,12411773,51541814,Risk Realised,EUR
PRJ00153,2026-10-01,4830789,5525560,7385648,51972025,Risk Realised,EUR
PRJ00153,2026-11-01,3047256,2699726,2905424,51225855,Risk Realised,EUR
PRJ00153,2026-12-01,418141,394603,394603,51152427,Risk Realised,EUR
PRJ00154,2024-12-01,1674,1760,19640954,37561120,Inflation/Materials,EUR
PRJ00154,2025-01-01,41480,36864,21953647,38006684,Inflation/Materials,EUR
PRJ00154,2025-02-01,129083,133309,23260083,38123673,Inflation/Materials,EUR
PRJ00154,2025-03-01,257575,313269,27310233,38209182,Inflation/Materials,EUR
PRJ00154,2025-04-01,420046,418718,15783690,36379010,Inflation/Materials,EUR
PRJ00154,2025-05-01,609588,787081,27046399,35075073,Inflation/Materials,EUR
PRJ00154,2025-06-01,819293,938895,17777259,35691067,Inflation/Materials,EUR
PRJ00154,2025-07-01,1042250,1088985,13646342,37635941,Inflation/Materials,EUR
PRJ00154,2025-08-01,1271553,1378272,21847174,37301061,Inflation/Materials,EUR
PRJ00154,2025-09-01,1500292,1649847,15143927,37198309,Inflation/Materials,EUR
PRJ00154,2025-10-01,1721557,1719527,16192671,36925607,Inflation/Materials,EUR
PRJ00154,2025-11-01,1928442,1959552,13437601,36473629,Inflation/Materials,EUR
PRJ00154,2025-12-01,2114036,2687851,15268658,37596319,Inflation/Materials,EUR
PRJ00154,2026-01-01,2271431,2766880,12740119,38189021,Inflation/Materials,EUR
PRJ00154,2026-02-01,2393719,2441488,11148529,38392877,Inflation/Materials,EUR
PRJ00154,2026-03-01,2473991,2418184,12254140,38031509,Inflation/Materials,EUR
PRJ00154,2026-04-01,2505337,2232567,8587751,37462116,Inflation/Materials,EUR
PRJ00154,2026-05-01,2480849,3196815,9226300,37482920,Inflation/Materials,EUR
PRJ00154,2026-06-01,2393619,2797124,8572849,37877406,Inflation/Materials,EUR
PRJ00154,2026-07-01,2236738,2666464,5872494,38139948,Inflation/Materials,EUR
PRJ00154,2026-08-01,2003297,2008107,3628348,37921973,Inflation/Materials,EUR
PRJ00154,2026-09-01,1686387,1678667,2930797,37718588,Inflation/Materials,EUR
PRJ00154,2026-10-01,1279099,1230905,1734349,37564293,Inflation/Materials,EUR
PRJ00154,2026-11-01,774526,561563,684960,37298402,Inflation/Materials,EUR
PRJ00154,2026-12-01,165757,160337,160337,37273032,Inflation/Materials,EUR
PRJ00155,2023-03-01,2092,2199,35028805,88541601,FX/Imports,EUR
PRJ00155,2023-04-01,20661,27053,62832169,86027927,FX/Imports,EUR
PRJ00155,2023-05-01,57362,60147,62663972,91332666,FX/Imports,EUR
PRJ00155,2023-06-01,110887,145443,43899895,78891544,FX/Imports,EUR
PRJ00155,2023-07-01,179926,201057,35546308,82067639,FX/Imports,EUR
PRJ00155,2023-08-01,263169,253360,52931089,84518248,FX/Imports,EUR
PRJ00155,2023-09-01,359306,282837,61285414,88319844,FX/Imports,EUR
PRJ00155,2023-10-01,467029,488952,53958496,91737618,FX/Imports,EUR
PRJ00155,2023-11-01,585028,745116,55631267,91113533,FX/Imports,EUR
PRJ00155,2023-12-01,711993,658309,33005487,87360070,FX/Imports,EUR
PRJ00155,2024-01-01,846615,929552,38374105,90150675,FX/Imports,EUR
PRJ00155,2024-02-01,987584,1298277,38662728,88048365,FX/Imports,EUR
PRJ00155,2024-03-01,1133590,795000,58597157,86735053,FX/Imports,EUR
PRJ00155,2024-04-01,1283325,1416414,42440512,88939693,FX/Imports,EUR
PRJ00155,2024-05-01,1435478,1625995,33939931,87356833,FX/Imports,EUR
PRJ00155,2024-06-01,1588740,1741289,52634867,88781577,FX/Imports,EUR
PRJ00155,2024-07-01,1741802,1243801,36072167,89355888,FX/Imports,EUR
PRJ00155,2024-08-01,1893354,1683633,45945906,88182599,FX/Imports,EUR
PRJ00155,2024-09-01,2042087,1313649,28206445,83494857,FX/Imports,EUR
PRJ00155,2024-10-01,2186690,1718093,51498467,83901855,FX/Imports,EUR
PRJ00155,2024-11-01,2325855,2759447,30053773,88383410,FX/Imports,EUR
PRJ00155,2024-12-01,2458272,2381624,36202556,86825895,FX/Imports,EUR
PRJ00155,2025-01-01,2582631,3052381,28223088,85706964,FX/Imports,EUR
PRJ00155,2025-02-01,2697623,3160931,26761147,84988890,FX/Imports,EUR
PRJ00155,2025-03-01,2801939,2302296,37097581,86237474,FX/Imports,EUR
PRJ00155,2025-04-01,2894269,3071929,40551367,84005370,FX/Imports,EUR
PRJ00155,2025-05-01,2973302,2188074,20752758,84379547,FX/Imports,EUR
PRJ00155,2025-06-01,3037731,3283581,20576375,83571155,FX/Imports,EUR
PRJ00155,2025-07-01,3086245,3421286,21055365,84016268,FX/Imports,EUR
PRJ00155,2025-08-01,3117535,3079612,20625222,83147840,FX/Imports,EUR
PRJ00155,2025-09-01,3130291,2247983,24318685,83027639,FX/Imports,EUR
PRJ00155,2025-10-01,3123203,2355458,25260882,79388784,FX/Imports,EUR
PRJ00155,2025-11-01,3094963,4646786,15909998,81528543,FX/Imports,EUR
PRJ00155,2025-12-01,3044261,3486307,16249557,82521630,FX/Imports,EUR
PRJ00155,2026-01-01,2969786,2905352,14816514,82430412,FX/Imports,EUR
PRJ00155,2026-02-01,2870231,3467146,13693710,83420173,FX/Imports,EUR
PRJ00155,2026-03-01,2744284,3575369,10515491,83722726,FX/Imports,EUR
PRJ00155,2026-04-01,2590638,3249780,11819112,83182521,FX/Imports,EUR
PRJ00155,2026-05-01,2407981,2393837,9077339,83556473,FX/Imports,EUR
PRJ00155,2026-06-01,2195004,2124983,7035252,83242188,FX/Imports,EUR
PRJ00155,2026-07-01,1950399,2296705,5463197,83135457,FX/Imports,EUR
PRJ00155,2026-08-01,1672856,1650025,3473418,83275136,FX/Imports,EUR
PRJ00155,2026-09-01,1361064,1704366,2459245,83465194,FX/Imports,EUR
PRJ00155,2026-10-01,1013715,1065193,1613735,83438001,FX/Imports,EUR
PRJ00155,2026-11-01,629498,740990,860040,83467963,FX/Imports,EUR
PRJ00155,2026-12-01,207105,253235,253235,83494856,FX/Imports,EUR
PRJ00156,2023-12-01,1294,1249,13114132,25033248,FX/Imports,EUR
PRJ00156,2024-01-01,39584,41123,16407518,24825143,FX/Imports,EUR
PRJ00156,2024-02-01,125114,115243,11297639,24610438,FX/Imports,EUR
PRJ00156,2024-03-01,249917,227444,16796300,23547990,FX/Imports,EUR
PRJ00156,2024-04-01,406024,403687,17668425,25454742,FX/Imports,EUR
PRJ00156,2024-05-01,585467,588314,10468494,25009719,FX/Imports,EUR
PRJ00156,2024-06-01,780278,864080,17045085,25814347,FX/Imports,EUR
PRJ00156,2024-07-01,982487,921218,9928887,24272324,FX/Imports,EUR
PRJ00156,2024-08-01,1184127,1223368,11142045,24297976,FX/Imports,EUR
PRJ00156,2024-09-01,1377230,1593640,11132059,23314381,FX/Imports,EUR
PRJ00156,2024-10-01,1553827,1788465,8279157,24494867,FX/Imports,EUR
PRJ00156,2024-11-01,1705950,1737767,8342150,23852188,FX/Imports,EUR
PRJ00156,2024-12-01,1825631,1915923,11464102,24433361,FX/Imports,EUR
PRJ00156,2025-01-01,1904900,1784435,8999591,24717945,FX/Imports,EUR
PRJ00156,2025-02-01,1935791,2051459,5593112,24483829,FX/Imports,EUR
PRJ00156,2025-03-01,1910335,2268762,6510468,24886064,FX/Imports,EUR
PRJ00156,2025-04-01,1820562,2118828,5512283,24964042,FX/Imports,EUR
PRJ00156,2025-05-01,1658506,1704461,4285963,24775638,FX/Imports,EUR
PRJ00156,2025-06-01,1416198,1509140,2680408,24758328,FX/Imports,EUR
PRJ00156,2025-07-01,1085669,1035992,1652294,24742042,FX/Imports,EUR
PRJ00156,2025-08-01,658950,615616,677078,24644290,FX/Imports,EUR
PRJ00156,2025-09-01,128075,127112,127112,24637326,FX/Imports,EUR
PRJ00157,2025-04-01,2547,2299,19533431,49879246,Scope Change,EUR
PRJ00157,2025-05-01,84288,95028,18042428,50808075,Scope Change,EUR
PRJ00157,2025-06-01,267721,287346,24543942,48572448,Scope Change,EUR
PRJ00157,2025-07-01,534684,613576,18644162,48481077,Scope Change,EUR
PRJ00157,2025-08-01,867013,971486,23612861,48979525,Scope Change,EUR
PRJ00157,2025-09-01,1246543,1476764,19881624,48335078,Scope Change,EUR
PRJ00157,2025-10-01,1655111,1532446,18854435,49597543,Scope Change,EUR
PRJ00157,2025-11-01,2074552,2581855,28185493,48020384,Scope Change,EUR
PRJ00157,2025-12-01,2486703,2592132,18191268,47835599,Scope Change,EUR
PRJ00157,2026-01-01,2873400,3118304,21980596,47737845,Scope Change,EUR
PRJ00157,2026-02-01,3216478,2915575,15958446,48477284,Scope Change,EUR
PRJ00157,2026-03-01,3497775,3807708,19700929,47220689,Scope Change,EUR
PRJ00157,2026-04-01,3699125,4061642,19171453,47242873,Scope Change,EUR
PRJ00157,2026-05-01,3802366,4149228,16435685,47252957,Scope Change,EUR
PRJ00157,2026-06-01,3789332,3861511,11473282,46421002,Scope Change,EUR
PRJ00157,2026-07-01,3641861,3517462,9949961,46665825,Scope Change,EUR
PRJ00157,2026-08-01,3341788,3911710,8491324,46561511,Scope Change,EUR
PRJ00157,2026-09-01,2870949,2609447,5601882,46454540,Scope Change,EUR
PRJ00157,2026-10-01,2211180,2627999,3643067,46550477,Scope Change,EUR
PRJ00157,2026-11-01,1344318,1729326,1886355,46750145,Scope Change,EUR
PRJ00157,2026-12-01,252198,338915,338915,46801758,Scope Change,EUR
PRJ00158,2023-07-01,4312,4351,42817380,83199577,Design Rework,EUR
PRJ00158,2023-08-01,131948,150815,54627339,86079850,Design Rework,EUR
PRJ00158,2023-09-01,417057,514972,41400152,85489121,Design Rework,EUR
PRJ00158,2023-10-01,833077,865428,52548946,84662975,Design Rework,EUR
PRJ00158,2023-11-01,1353447,1424400,46510844,82980107,Design Rework,EUR
PRJ00158,2023-12-01,1951604,2236563,43266463,88716178,Design Rework,EUR
PRJ00158,2024-01-01,2600987,1990819,47680514,82700875,Design Rework,EUR
PRJ00158,2024-02-01,3275034,3160330,54932870,86619937,Design Rework,EUR
PRJ00158,2024-03-01,3947185,4648862,47542615,85154161,Design Rework,EUR
PRJ00158,2024-04-01,4590876,4987770,45196757,85703929,Design Rework,EUR
PRJ00158,2024-05-01,5179547,5422691,38011125,84133941,Design Rework,EUR
PRJ00158,2024-06-01,5686636,5511762,36327534,85618089,Design Rework,EUR
PRJ00158,2024-07-01,6085580,6528889,24746091,85598798,Design Rework,EUR
PRJ00158,2024-08-01,6349819,6433602,29468053,82253053,Design Rework,EUR
PRJ00158,2024-09-01,6452791,5698368,21327820,80617031,Design Rework,EUR
PRJ00158,2024-10-01,6367933,7701254,21357495,81971147,Design Rework,EUR
PRJ00158,2024-11-01,6068685,6042277,16982501,81186636,Design Rework,EUR
PRJ00158,2024-12-01,5528485,5754679,12024131,81451778,Design Rework,EUR
PRJ00158,2025-01-01,4720771,4150524,8770470,80160569,Design Rework,EUR
PRJ00158,2025-02-01,3618981,3665093,5162827,79662087,Design Rework,EUR
PRJ00158,2025-03-01,2196554,2586740,2889428,79930398,Design Rework,EUR
PRJ00158,2025-04-01,426928,499339,499339,79979529,Design Rework,EUR
PRJ00159,2024-06-01,1202,1404,22119135,33896611,Productivity Delay,EUR
PRJ00159,2024-07-01,21155,24823,20046478,31803239,Productivity Delay,EUR
PRJ00159,2024-08-01,63698,69833,18015194,33149763,Productivity Delay,EUR
PRJ00159,2024-09-01,126292,123638,13624077,31392436,Productivity Delay,EUR
PRJ00159,2024-10-01,206400,168119,14490132,34577608,Productivity Delay,EUR
PRJ00159,2024-11-01,301481,333738,21628808,32788970,Productivity Delay,EUR
PRJ00159,2024-12-01,408997,422228,16418457,32578824,Productivity Delay,EUR
PRJ00159,2025-01-01,526409,596967,13027389,32607396,Productivity Delay,EUR
PRJ00159,2025-02-01,651178,731481,23343228,33642941,Productivity Delay,EUR
PRJ00159,2025-03-01,780766,868861,22366048,33472736,Productivity Delay,EUR
PRJ00159,2025-04-01,912634,981945,12390685,32905996,Productivity Delay,EUR
PRJ00159,2025-05-01,1044243,914586,12313376,32653351,Productivity Delay,EUR
PRJ00159,2025-06-01,1173054,1387370,20754863,32959939,Productivity Delay,EUR
PRJ00159,2025-07-01,1296528,1190234,15709218,33115930,Productivity Delay,EUR
PRJ00159,2025-08-01,1412127,1386761,12671375,32179777,Productivity Delay,EUR
PRJ00159,2025-09-01,1517311,1540526,11768536,31968724,Productivity Delay,EUR
PRJ00159,2025-10-01,1609543,1693122,16491494,31632879,Productivity Delay,EUR
PRJ00159,2025-11-01,1686282,1714093,13886944,32697061,Productivity Delay,EUR
PRJ00159,2025-12-01,1744991,1730409,10560126,32437115,Productivity Delay,EUR
PRJ00159,2026-01-01,1783130,2022550,8254710,32061298,Productivity Delay,EUR
PRJ00159,2026-02-01,1798160,1636654,9618238,32230931,Productivity Delay,EUR
PRJ00159,2026-03-01,1787544,1799143,8398244,31706673,Productivity Delay,EUR
PRJ00159,2026-04-01,1748742,1451199,5638429,31759772,Productivity Delay,EUR
PRJ00159,2026-05-01,1679214,1581405,4527711,31510747,Productivity Delay,EUR
PRJ00159,2026-06-01,1576423,1396512,5310511,31355405,Productivity Delay,EUR
PRJ00159,2026-07-01,1437830,1620538,4102271,31151685,Productivity Delay,EUR
PRJ00159,2026-08-01,1260896,1348671,2713558,31153830,Productivity Delay,EUR
PRJ00159,2026-09-01,1043081,1006646,1734630,31276891,Productivity Delay,EUR
PRJ00159,2026-10-01,781848,558340,853803,30944138,Productivity Delay,EUR
PRJ00159,2026-11-01,474657,422344,514449,30848862,Productivity Delay,EUR
PRJ00159,2026-12-01,118969,111189,111189,30835330,Productivity Delay,EUR
PRJ00160,2025-08-01,790,957,5010044,11930374,Productivity Delay,EUR
PRJ00160,2025-09-01,37635,54783,4770765,11688650,Productivity Delay,EUR
PRJ00160,2025-10-01,121570,66851,7078924,12046187,Productivity Delay,EUR
PRJ00160,2025-11-01,241590,273891,7506072,12289095,Productivity Delay,EUR
PRJ00160,2025-12-01,386689,225072,5889727,12059566,Productivity Delay,EUR
PRJ00160,2026-01-01,545863,559440,5286654,11795567,Productivity Delay,EUR
PRJ00160,2026-02-01,708106,701113,4593273,11566800,Productivity Delay,EUR
PRJ00160,2026-03-01,862414,703038,4600269,11452181,Productivity Delay,EUR
PRJ00160,2026-04-01,997780,915354,4239938,11311989,Productivity Delay,EUR
PRJ00160,2026-05-01,1103201,1075674,3745382,10828586,Productivity Delay,EUR
PRJ00160,2026-06-01,1167671,1301048,4999777,11054501,Productivity Delay,EUR
PRJ00160,2026-07-01,1180185,961702,3152433,10682482,Productivity Delay,EUR
PRJ00160,2026-08-01,1129738,1007865,2886368,10579549,Productivity Delay,EUR
PRJ00160,2026-09-01,1005324,1135709,1847919,10478482,Productivity Delay,EUR
PRJ00160,2026-10-01,795939,929170,1299553,10562613,Productivity Delay,EUR
PRJ00160,2026-11-01,490577,749835,791445,10749668,Productivity Delay,EUR
PRJ00160,2026-12-01,78234,83169,83169,10744671,Productivity Delay,EUR
PRJ00161,2023-07-01,3108,4706,28269593,69199629,Scope Change,EUR
PRJ00161,2023-08-01,95083,128606,22797350,68298403,Scope Change,EUR
PRJ00161,2023-09-01,300536,603029,32778387,69862560,Scope Change,EUR
PRJ00161,2023-10-01,600324,798833,23081477,72404616,Scope Change,EUR
PRJ00161,2023-11-01,975308,1417501,28929842,68385715,Scope Change,EUR
PRJ00161,2023-12-01,1406347,1824503,29989553,65127679,Scope Change,EUR
PRJ00161,2024-01-01,1874299,1986917,37027536,68360969,Scope Change,EUR
PRJ00161,2024-02-01,2360025,1741162,40136975,69026272,Scope Change,EUR
PRJ00161,2024-03-01,2844384,2454886,33337800,69308805,Scope Change,EUR
PRJ00161,2024-04-01,3308235,2865774,35673430,66294870,Scope Change,EUR
PRJ00161,2024-05-01,3732438,2715938,29625861,63808266,Scope Change,EUR
PRJ00161,2024-06-01,4097851,4145848,29882561,62599195,Scope Change,EUR
PRJ00161,2024-07-01,4385335,4828236,26781573,61365901,Scope Change,EUR
PRJ00161,2024-08-01,4575749,6712353,22747844,62979886,Scope Change,EUR
PRJ00161,2024-09-01,4649951,3388861,14976461,61383204,Scope Change,EUR
