ProjectID,ReadinessArea,Status,Score,DueDate,LastUpdatedDate,OwnerRole
PRJ00124,Safety & Compliance,Complete,1.0,2027-02-10,2026-01-18,HSE Lead
PRJ00124,Environmental,At Risk,0.45,2027-03-22,2026-01-18,Programme Controls
PRJ00124,Resource Plan,In Progress,0.61,2027-02-18,2026-01-18,Stakeholder Manager
PRJ00125,Permits & Consents,At Risk,0.25,2026-05-07,2026-01-18,Construction Manager
PRJ00125,Land Access,In Progress,0.68,2026-05-04,2026-01-18,Commercial Manager
PRJ00125,Design Maturity,At Risk,0.21,2026-04-12,2026-01-18,Construction Manager
PRJ00125,Procurement,Complete,1.0,2026-05-04,2026-01-18,Programme Controls
PRJ00125,Contractor Mobilisation,Complete,1.0,2026-06-03,2026-01-18,PMO Lead
PRJ00125,Outage Plan,At Risk,0.15,2026-05-10,2026-01-18,Consents Lead
PRJ00125,Stakeholder Engagement,Complete,1.0,2026-05-24,2026-01-18,Stakeholder Manager
PRJ00125,Safety & Compliance,In Progress,0.5,2026-05-20,2026-01-18,Commercial Manager
PRJ00125,Environmental,Complete,1.0,2026-04-27,2026-01-18,Construction Manager
PRJ00125,Resource Plan,In Progress,0.32,2026-05-13,2026-01-18,Programme Controls
PRJ00126,Permits & Consents,Complete,1.0,2027-06-20,2026-01-18,Programme Controls
PRJ00126,Land Access,In Progress,0.63,2027-07-09,2026-01-18,PMO Lead
PRJ00126,Design Maturity,In Progress,0.3,2027-07-14,2026-01-18,Engineering Manager
PRJ00126,Procurement,Not Started,0.0,2027-07-05,2026-01-18,Engineering Manager
PRJ00126,Contractor Mobilisation,Complete,1.0,2027-07-18,2026-01-18,PMO Lead
PRJ00126,Outage Plan,Complete,1.0,2027-06-16,2026-01-18,Programme Controls
PRJ00126,Stakeholder Engagement,Complete,1.0,2027-06-25,2026-01-18,HSE Lead
PRJ00126,Safety & Compliance,In Progress,0.32,2027-07-14,2026-01-18,HSE Lead
PRJ00126,Environmental,Complete,1.0,2027-06-04,2026-01-18,Engineering Manager
PRJ00126,Resource Plan,Complete,1.0,2027-07-07,2026-01-18,Construction Manager
PRJ00127,Permits & Consents,In Progress,0.46,2024-05-08,2024-04-01,Consents Lead
PRJ00127,Land Access,In Progress,0.77,2024-04-11,2024-03-24,Stakeholder Manager
PRJ00127,Design Maturity,In Progress,0.31,2024-05-30,2024-05-29,Commercial Manager
PRJ00127,Procurement,Complete,1.0,2024-04-13,2024-03-11,HSE Lead
PRJ00127,Contractor Mobilisation,In Progress,0.3,2024-06-04,2024-06-12,Stakeholder Manager
PRJ00127,Outage Plan,At Risk,0.58,2024-04-10,2024-03-26,Programme Controls
PRJ00127,Stakeholder Engagement,Not Started,0.0,2024-05-10,2024-05-12,Engineering Manager
PRJ00127,Safety & Compliance,In Progress,0.49,2024-04-30,2024-04-16,Commercial Manager
PRJ00127,Environmental,In Progress,0.29,2024-05-14,2024-04-28,Consents Lead
PRJ00127,Resource Plan,At Risk,0.13,2024-04-11,2024-04-02,Engineering Manager
PRJ00128,Permits & Consents,Not Started,0.0,2025-09-29,2025-09-15,Consents Lead
PRJ00128,Land Access,In Progress,0.76,2025-09-03,2025-07-26,Programme Controls
PRJ00128,Design Maturity,In Progress,0.62,2025-09-30,2025-09-24,HSE Lead
PRJ00128,Procurement,Complete,1.0,2025-09-19,2025-08-16,Construction Manager
PRJ00128,Contractor Mobilisation,In Progress,0.26,2025-09-10,2025-08-14,HSE Lead
PRJ00128,Outage Plan,At Risk,0.37,2025-09-03,2025-08-19,Stakeholder Manager
PRJ00128,Stakeholder Engagement,In Progress,0.41,2025-09-17,2025-09-22,Construction Manager
PRJ00128,Safety & Compliance,Complete,1.0,2025-08-07,2025-07-14,PMO Lead
PRJ00128,Environmental,At Risk,0.18,2025-08-18,2025-09-06,Stakeholder Manager
PRJ00128,Resource Plan,In Progress,0.46,2025-08-02,2025-07-04,Engineering Manager
PRJ00129,Permits & Consents,Complete,1.0,2023-11-12,2023-11-03,Stakeholder Manager
PRJ00129,Land Access,In Progress,0.66,2023-11-21,2023-11-24,Engineering Manager
PRJ00129,Design Maturity,Complete,1.0,2023-10-06,2023-09-03,HSE Lead
PRJ00129,Procurement,In Progress,0.48,2023-12-03,2023-12-17,Construction Manager
PRJ00129,Contractor Mobilisation,Not Started,0.0,2023-10-12,2023-09-22,Commercial Manager
PRJ00129,Outage Plan,Complete,1.0,2023-11-26,2023-12-07,Commercial Manager
PRJ00129,Stakeholder Engagement,Not Started,0.0,2023-10-13,2023-10-16,PMO Lead
PRJ00129,Safety & Compliance,In Progress,0.71,2023-11-15,2023-10-28,Programme Controls
PRJ00129,Environmental,Complete,1.0,2023-10-26,2023-11-08,Commercial Manager
PRJ00129,Resource Plan,Complete,1.0,2023-11-05,2023-10-18,Stakeholder Manager
PRJ00130,Permits & Consents,In Progress,0.48,2027-03-02,2026-01-18,Consents Lead
PRJ00130,Land Access,Complete,1.0,2027-02-17,2026-01-18,Stakeholder Manager
PRJ00130,Design Maturity,In Progress,0.4,2027-04-05,2026-01-18,Programme Controls
PRJ00130,Procurement,Not Started,0.0,2027-03-04,2026-01-18,Commercial Manager
PRJ00130,Contractor Mobilisation,Not Started,0.0,2027-03-08,2026-01-18,Consents Lead
PRJ00130,Outage Plan,Not Started,0.0,2027-04-11,2026-01-18,Construction Manager
PRJ00130,Stakeholder Engagement,In Progress,0.75,2027-03-11,2026-01-18,HSE Lead
PRJ00130,Safety & Compliance,Complete,1.0,2027-03-19,2026-01-18,Consents Lead
PRJ00130,Environmental,In Progress,0.6,2027-03-05,2026-01-18,Engineering Manager
PRJ00130,Resource Plan,In Progress,0.47,2027-04-19,2026-01-18,Consents Lead
PRJ00131,Permits & Consents,In Progress,0.26,2025-12-08,2025-12-24,PMO Lead
PRJ00131,Land Access,Complete,1.0,2025-10-27,2025-09-21,HSE Lead
PRJ00131,Design Maturity,Not Started,0.0,2025-12-05,2025-10-31,PMO Lead
PRJ00131,Procurement,Complete,1.0,2025-11-30,2025-10-29,Programme Controls
PRJ00131,Contractor Mobilisation,In Progress,0.59,2025-11-01,2025-10-07,Construction Manager
PRJ00131,Outage Plan,In Progress,0.48,2025-11-12,2025-10-11,Stakeholder Manager
PRJ00131,Stakeholder Engagement,In Progress,0.58,2025-11-01,2025-09-28,Commercial Manager
PRJ00131,Safety & Compliance,In Progress,0.41,2025-12-23,2026-01-04,HSE Lead
PRJ00131,Environmental,Complete,1.0,2025-12-24,2025-12-12,HSE Lead
PRJ00131,Resource Plan,Complete,1.0,2025-10-24,2025-09-26,Stakeholder Manager
PRJ00132,Permits & Consents,Complete,1.0,2027-02-04,2026-01-18,PMO Lead
PRJ00132,Land Access,At Risk,0.28,2027-03-15,2026-01-18,Engineering Manager
PRJ00132,Design Maturity,In Progress,0.28,2027-01-13,2026-01-18,Commercial Manager
PRJ00132,Procurement,Not Started,0.0,2027-03-09,2026-01-18,Stakeholder Manager
PRJ00132,Contractor Mobilisation,Complete,1.0,2027-02-18,2026-01-18,Stakeholder Manager
PRJ00132,Outage Plan,In Progress,0.22,2027-03-17,2026-01-18,Commercial Manager
PRJ00132,Stakeholder Engagement,Complete,1.0,2027-02-15,2026-01-18,PMO Lead
PRJ00132,Safety & Compliance,In Progress,0.57,2027-02-18,2026-01-18,Stakeholder Manager
PRJ00132,Environmental,In Progress,0.35,2027-01-26,2026-01-18,Commercial Manager
PRJ00132,Resource Plan,Complete,1.0,2027-02-18,2026-01-18,Engineering Manager
PRJ00133,Permits & Consents,In Progress,0.44,2025-05-02,2025-05-15,HSE Lead
PRJ00133,Land Access,Complete,1.0,2025-04-17,2025-03-20,Construction Manager
PRJ00133,Design Maturity,In Progress,0.34,2025-04-09,2025-03-12,Stakeholder Manager
PRJ00133,Procurement,In Progress,0.4,2025-05-01,2025-04-19,HSE Lead
PRJ00133,Contractor Mobilisation,At Risk,0.51,2025-05-22,2025-05-06,HSE Lead
PRJ00133,Outage Plan,Complete,1.0,2025-04-30,2025-04-15,Construction Manager
PRJ00133,Stakeholder Engagement,In Progress,0.34,2025-05-24,2025-05-09,Construction Manager
PRJ00133,Safety & Compliance,Complete,1.0,2025-05-30,2025-05-18,Construction Manager
PRJ00133,Environmental,Complete,1.0,2025-04-17,2025-04-06,HSE Lead
PRJ00133,Resource Plan,Not Started,0.0,2025-05-01,2025-05-04,Construction Manager
PRJ00134,Permits & Consents,Complete,1.0,2024-05-07,2024-04-19,Commercial Manager
PRJ00134,Land Access,Complete,1.0,2024-03-11,2024-02-18,Consents Lead
PRJ00134,Design Maturity,Complete,1.0,2024-04-01,2024-03-19,Programme Controls
PRJ00134,Procurement,In Progress,0.79,2024-04-06,2024-04-07,Stakeholder Manager
PRJ00134,Contractor Mobilisation,Complete,1.0,2024-05-08,2024-04-24,Commercial Manager
PRJ00134,Outage Plan,In Progress,0.7,2024-04-11,2024-04-24,PMO Lead
PRJ00134,Stakeholder Engagement,Complete,1.0,2024-04-01,2024-03-20,Engineering Manager
PRJ00134,Safety & Compliance,Complete,1.0,2024-04-08,2024-04-04,HSE Lead
PRJ00134,Environmental,Complete,1.0,2024-04-28,2024-03-25,PMO Lead
PRJ00134,Resource Plan,Not Started,0.0,2024-04-16,2024-03-16,Construction Manager
PRJ00135,Permits & Consents,In Progress,0.42,2024-08-04,2024-08-15,HSE Lead
PRJ00135,Land Access,In Progress,0.51,2024-07-05,2024-06-11,Engineering Manager
PRJ00135,Design Maturity,Complete,1.0,2024-08-26,2024-08-26,Stakeholder Manager
PRJ00135,Procurement,Complete,1.0,2024-07-03,2024-06-14,Programme Controls
PRJ00135,Contractor Mobilisation,Not Started,0.0,2024-09-06,2024-08-07,PMO Lead
PRJ00135,Outage Plan,Not Started,0.0,2024-07-26,2024-07-04,Commercial Manager
PRJ00135,Stakeholder Engagement,In Progress,0.4,2024-08-17,2024-08-04,Programme Controls
PRJ00135,Safety & Compliance,At Risk,0.52,2024-09-04,2024-09-15,HSE Lead
PRJ00135,Environmental,Complete,1.0,2024-07-15,2024-07-26,Construction Manager
PRJ00135,Resource Plan,In Progress,0.23,2024-07-27,2024-07-04,HSE Lead
PRJ00136,Permits & Consents,Complete,1.0,2025-12-07,2025-11-15,Engineering Manager
PRJ00136,Land Access,In Progress,0.34,2025-12-14,2025-11-29,Construction Manager
PRJ00136,Design Maturity,At Risk,0.27,2025-11-28,2025-12-14,Construction Manager
PRJ00136,Procurement,At Risk,0.29,2025-12-19,2025-11-24,Consents Lead
PRJ00136,Contractor Mobilisation,Complete,1.0,2026-01-21,2025-12-22,HSE Lead
PRJ00136,Outage Plan,In Progress,0.41,2026-01-21,2026-01-18,Commercial Manager
PRJ00136,Stakeholder Engagement,In Progress,0.7,2025-12-03,2025-11-13,HSE Lead
PRJ00136,Safety & Compliance,In Progress,0.38,2025-12-13,2025-12-21,PMO Lead
PRJ00136,Environmental,Not Started,0.0,2025-12-19,2025-12-05,PMO Lead
PRJ00136,Resource Plan,Not Started,0.0,2025-12-20,2025-11-21,Stakeholder Manager
PRJ00137,Permits & Consents,Complete,1.0,2024-02-26,2024-02-12,Stakeholder Manager
PRJ00137,Land Access,In Progress,0.51,2024-02-19,2024-02-11,HSE Lead
PRJ00137,Design Maturity,Complete,1.0,2024-02-29,2024-02-17,Construction Manager
PRJ00137,Procurement,Complete,1.0,2024-02-21,2024-03-11,Programme Controls
PRJ00137,Contractor Mobilisation,Complete,1.0,2024-02-07,2024-02-07,Engineering Manager
PRJ00137,Outage Plan,Complete,1.0,2024-03-09,2024-03-16,Commercial Manager
PRJ00137,Stakeholder Engagement,In Progress,0.72,2024-01-17,2023-12-24,PMO Lead
PRJ00137,Safety & Compliance,Complete,1.0,2024-01-27,2024-02-16,Programme Controls
PRJ00137,Environmental,In Progress,0.65,2024-01-09,2024-01-07,HSE Lead
PRJ00137,Resource Plan,Complete,1.0,2024-03-09,2024-03-07,Programme Controls
PRJ00138,Permits & Consents,Complete,1.0,2026-06-02,2026-01-18,Stakeholder Manager
PRJ00138,Land Access,Complete,1.0,2026-07-09,2026-01-18,Construction Manager
PRJ00138,Design Maturity,In Progress,0.59,2026-06-12,2026-01-18,Consents Lead
PRJ00138,Procurement,At Risk,0.33,2026-06-02,2026-01-18,Stakeholder Manager
PRJ00138,Contractor Mobilisation,In Progress,0.39,2026-06-13,2026-01-18,Construction Manager
PRJ00138,Outage Plan,Not Started,0.0,2026-07-06,2026-01-18,Stakeholder Manager
PRJ00138,Stakeholder Engagement,Not Started,0.0,2026-06-04,2026-01-18,Construction Manager
PRJ00138,Safety & Compliance,In Progress,0.31,2026-07-04,2026-01-18,Programme Controls
PRJ00138,Environmental,In Progress,0.39,2026-05-16,2026-01-18,Construction Manager
PRJ00138,Resource Plan,Complete,1.0,2026-06-26,2026-01-18,Engineering Manager
PRJ00139,Permits & Consents,Complete,1.0,2025-02-08,2025-01-12,Programme Controls
PRJ00139,Land Access,In Progress,0.68,2025-01-18,2025-01-12,Programme Controls
PRJ00139,Design Maturity,At Risk,0.14,2024-12-18,2025-01-01,Engineering Manager
PRJ00139,Procurement,In Progress,0.77,2025-01-29,2025-01-06,PMO Lead
PRJ00139,Contractor Mobilisation,In Progress,0.48,2025-01-12,2024-12-06,Programme Controls
PRJ00139,Outage Plan,In Progress,0.28,2024-12-20,2024-12-01,PMO Lead
PRJ00139,Stakeholder Engagement,Complete,1.0,2025-01-01,2025-01-18,Consents Lead
PRJ00139,Safety & Compliance,Not Started,0.0,2024-12-14,2024-12-04,Engineering Manager
PRJ00139,Environmental,In Progress,0.7,2024-12-16,2024-11-19,Commercial Manager
PRJ00139,Resource Plan,Not Started,0.0,2025-01-16,2025-01-08,Engineering Manager
PRJ00140,Permits & Consents,In Progress,0.35,2025-06-06,2025-05-24,Programme Controls
PRJ00140,Land Access,At Risk,0.31,2025-07-21,2025-07-16,PMO Lead
PRJ00140,Design Maturity,In Progress,0.25,2025-06-25,2025-07-07,Commercial Manager
PRJ00140,Procurement,In Progress,0.36,2025-07-18,2025-06-20,PMO Lead
PRJ00140,Contractor Mobilisation,Not Started,0.0,2025-06-23,2025-05-29,Engineering Manager
PRJ00140,Outage Plan,Not Started,0.0,2025-06-07,2025-05-04,Engineering Manager
PRJ00140,Stakeholder Engagement,In Progress,0.39,2025-08-08,2025-08-15,Engineering Manager
PRJ00140,Safety & Compliance,In Progress,0.24,2025-08-08,2025-07-02,Commercial Manager
PRJ00140,Environmental,In Progress,0.42,2025-08-02,2025-08-14,Stakeholder Manager
PRJ00140,Resource Plan,In Progress,0.39,2025-08-06,2025-07-26,Construction Manager
PRJ00141,Permits & Consents,Not Started,0.0,2024-06-25,2024-05-23,Consents Lead
PRJ00141,Land Access,At Risk,0.17,2024-07-06,2024-07-17,Consents Lead
PRJ00141,Design Maturity,In Progress,0.41,2024-08-02,2024-07-27,Consents Lead
PRJ00141,Procurement,Complete,1.0,2024-08-06,2024-08-18,PMO Lead
PRJ00141,Contractor Mobilisation,In Progress,0.3,2024-08-13,2024-08-07,Engineering Manager
PRJ00141,Outage Plan,In Progress,0.47,2024-07-16,2024-06-22,Programme Controls
PRJ00141,Stakeholder Engagement,Not Started,0.0,2024-07-11,2024-07-25,Construction Manager
PRJ00141,Safety & Compliance,In Progress,0.63,2024-07-15,2024-07-25,Stakeholder Manager
PRJ00141,Environmental,At Risk,0.44,2024-08-02,2024-07-27,Consents Lead
PRJ00141,Resource Plan,Complete,1.0,2024-06-29,2024-06-07,Construction Manager
PRJ00142,Permits & Consents,In Progress,0.22,2025-08-13,2025-07-19,Programme Controls
PRJ00142,Land Access,Complete,1.0,2025-08-17,2025-09-03,HSE Lead
PRJ00142,Design Maturity,At Risk,0.12,2025-08-21,2025-07-17,Commercial Manager
PRJ00142,Procurement,Not Started,0.0,2025-09-01,2025-09-09,PMO Lead
PRJ00142,Contractor Mobilisation,In Progress,0.56,2025-07-30,2025-07-19,PMO Lead
PRJ00142,Outage Plan,Complete,1.0,2025-08-14,2025-07-09,Commercial Manager
PRJ00142,Stakeholder Engagement,At Risk,0.56,2025-09-26,2025-09-14,PMO Lead
PRJ00142,Safety & Compliance,Complete,1.0,2025-09-16,2025-08-11,HSE Lead
PRJ00142,Environmental,Complete,1.0,2025-08-16,2025-08-30,Programme Controls
PRJ00142,Resource Plan,In Progress,0.34,2025-09-08,2025-09-10,Programme Controls
PRJ00143,Permits & Consents,At Risk,0.16,2025-03-10,2025-03-07,PMO Lead
PRJ00143,Land Access,In Progress,0.53,2025-03-07,2025-02-27,Commercial Manager
PRJ00143,Design Maturity,In Progress,0.41,2025-04-08,2025-04-19,HSE Lead
PRJ00143,Procurement,At Risk,0.24,2025-02-24,2025-01-17,Construction Manager
PRJ00143,Contractor Mobilisation,In Progress,0.29,2025-02-21,2025-03-05,Programme Controls
PRJ00143,Outage Plan,Complete,1.0,2025-03-12,2025-02-03,Consents Lead
PRJ00143,Stakeholder Engagement,In Progress,0.3,2025-04-15,2025-03-12,Stakeholder Manager
PRJ00143,Safety & Compliance,In Progress,0.34,2025-03-13,2025-02-26,Programme Controls
PRJ00143,Environmental,At Risk,0.12,2025-03-07,2025-03-12,Construction Manager
PRJ00143,Resource Plan,In Progress,0.5,2025-02-08,2025-02-07,HSE Lead
PRJ00144,Permits & Consents,At Risk,0.48,2023-10-08,2023-10-12,Programme Controls
PRJ00144,Land Access,Complete,1.0,2023-09-27,2023-08-28,HSE Lead
PRJ00144,Design Maturity,In Progress,0.48,2023-09-28,2023-09-29,Programme Controls
PRJ00144,Procurement,Complete,1.0,2023-10-09,2023-09-28,Consents Lead
PRJ00144,Contractor Mobilisation,Not Started,0.0,2023-10-14,2023-10-03,Engineering Manager
PRJ00144,Outage Plan,Not Started,0.0,2023-10-18,2023-10-02,Programme Controls
PRJ00144,Stakeholder Engagement,In Progress,0.51,2023-09-18,2023-08-26,Consents Lead
PRJ00144,Safety & Compliance,In Progress,0.72,2023-09-07,2023-09-23,HSE Lead
PRJ00144,Environmental,Complete,1.0,2023-09-20,2023-09-19,Construction Manager
PRJ00144,Resource Plan,In Progress,0.29,2023-10-04,2023-09-07,Commercial Manager
PRJ00145,Permits & Consents,In Progress,0.61,2025-11-10,2025-11-05,Engineering Manager
PRJ00145,Land Access,In Progress,0.71,2025-12-07,2025-11-01,Commercial Manager
PRJ00145,Design Maturity,At Risk,0.3,2025-11-04,2025-09-27,Stakeholder Manager
PRJ00145,Procurement,In Progress,0.35,2025-12-17,2025-12-17,HSE Lead
PRJ00145,Contractor Mobilisation,At Risk,0.59,2025-10-27,2025-11-06,Programme Controls
PRJ00145,Outage Plan,In Progress,0.45,2025-11-14,2025-10-14,Stakeholder Manager
PRJ00145,Stakeholder Engagement,In Progress,0.58,2025-11-03,2025-11-05,Programme Controls
PRJ00145,Safety & Compliance,In Progress,0.66,2025-10-19,2025-10-07,Construction Manager
PRJ00145,Environmental,At Risk,0.19,2025-11-15,2025-11-15,HSE Lead
PRJ00145,Resource Plan,In Progress,0.65,2025-10-24,2025-11-11,Commercial Manager
PRJ00146,Permits & Consents,In Progress,0.54,2026-10-27,2026-01-18,Engineering Manager
PRJ00146,Land Access,At Risk,0.49,2026-11-25,2026-01-18,Stakeholder Manager
PRJ00146,Design Maturity,At Risk,0.52,2026-10-13,2026-01-18,Construction Manager
PRJ00146,Procurement,In Progress,0.36,2026-10-26,2026-01-18,Stakeholder Manager
PRJ00146,Contractor Mobilisation,Complete,1.0,2026-09-27,2026-01-18,Programme Controls
PRJ00146,Outage Plan,Complete,1.0,2026-11-13,2026-01-18,Consents Lead
PRJ00146,Stakeholder Engagement,In Progress,0.47,2026-10-19,2026-01-18,HSE Lead
PRJ00146,Safety & Compliance,Complete,1.0,2026-11-06,2026-01-18,Construction Manager
PRJ00146,Environmental,Complete,1.0,2026-12-01,2026-01-18,Programme Controls
PRJ00146,Resource Plan,Complete,1.0,2026-11-27,2026-01-18,Stakeholder Manager
PRJ00147,Permits & Consents,Not Started,0.0,2026-09-20,2026-01-18,Stakeholder Manager
PRJ00147,Land Access,Complete,1.0,2026-09-19,2026-01-18,Stakeholder Manager
PRJ00147,Design Maturity,In Progress,0.38,2026-09-13,2026-01-18,Consents Lead
PRJ00147,Procurement,In Progress,0.72,2026-09-17,2026-01-18,Commercial Manager
PRJ00147,Contractor Mobilisation,In Progress,0.56,2026-08-04,2026-01-18,Stakeholder Manager
PRJ00147,Outage Plan,In Progress,0.38,2026-10-06,2026-01-18,Engineering Manager
PRJ00147,Stakeholder Engagement,At Risk,0.41,2026-09-10,2026-01-18,Stakeholder Manager
PRJ00147,Safety & Compliance,In Progress,0.77,2026-09-12,2026-01-18,Consents Lead
PRJ00147,Environmental,In Progress,0.78,2026-08-22,2026-01-18,Commercial Manager
PRJ00147,Resource Plan,Not Started,0.0,2026-09-01,2026-01-18,HSE Lead
PRJ00148,Permits & Consents,Not Started,0.0,2025-02-05,2025-01-18,HSE Lead
PRJ00148,Land Access,Complete,1.0,2025-01-24,2025-01-31,Construction Manager
PRJ00148,Design Maturity,In Progress,0.25,2025-01-15,2025-01-08,Stakeholder Manager
PRJ00148,Procurement,In Progress,0.52,2025-01-12,2025-01-23,Commercial Manager
PRJ00148,Contractor Mobilisation,Complete,1.0,2025-01-24,2024-12-27,Commercial Manager
PRJ00148,Outage Plan,Not Started,0.0,2025-01-12,2024-12-13,Consents Lead
PRJ00148,Stakeholder Engagement,In Progress,0.27,2025-02-25,2025-02-03,Stakeholder Manager
PRJ00148,Safety & Compliance,Complete,1.0,2025-01-31,2025-01-18,Construction Manager
PRJ00148,Environmental,At Risk,0.21,2025-02-12,2025-01-20,PMO Lead
PRJ00148,Resource Plan,In Progress,0.43,2025-01-26,2025-01-24,Commercial Manager
PRJ00149,Permits & Consents,Complete,1.0,2026-12-30,2026-01-18,Construction Manager
PRJ00149,Land Access,Complete,1.0,2027-01-02,2026-01-18,Construction Manager
PRJ00149,Design Maturity,Complete,1.0,2026-12-12,2026-01-18,Engineering Manager
PRJ00149,Procurement,Complete,1.0,2026-12-18,2026-01-18,PMO Lead
PRJ00149,Contractor Mobilisation,At Risk,0.39,2026-12-19,2026-01-18,Construction Manager
PRJ00149,Outage Plan,At Risk,0.49,2026-12-27,2026-01-18,HSE Lead
PRJ00149,Stakeholder Engagement,Not Started,0.0,2026-12-18,2026-01-18,HSE Lead
PRJ00149,Safety & Compliance,In Progress,0.68,2026-12-15,2026-01-18,Commercial Manager
PRJ00149,Environmental,In Progress,0.52,2026-11-08,2026-01-18,Commercial Manager
PRJ00149,Resource Plan,Complete,1.0,2026-11-30,2026-01-18,Stakeholder Manager
PRJ00150,Permits & Consents,Not Started,0.0,2026-11-30,2026-01-18,HSE Lead
PRJ00150,Land Access,In Progress,0.8,2026-12-26,2026-01-18,Engineering Manager
PRJ00150,Design Maturity,Complete,1.0,2026-12-08,2026-01-18,Consents Lead
PRJ00150,Procurement,In Progress,0.24,2027-01-04,2026-01-18,Programme Controls
PRJ00150,Contractor Mobilisation,Complete,1.0,2027-01-24,2026-01-18,Commercial Manager
PRJ00150,Outage Plan,Complete,1.0,2027-02-01,2026-01-18,HSE Lead
PRJ00150,Stakeholder Engagement,Complete,1.0,2026-12-18,2026-01-18,Stakeholder Manager
PRJ00150,Safety & Compliance,In Progress,0.33,2026-12-11,2026-01-18,Programme Controls
PRJ00150,Environmental,In Progress,0.48,2026-12-30,2026-01-18,Stakeholder Manager
PRJ00150,Resource Plan,Not Started,0.0,2026-12-08,2026-01-18,Programme Controls
PRJ00151,Permits & Consents,Complete,1.0,2027-05-23,2026-01-18,PMO Lead
PRJ00151,Land Access,Complete,1.0,2027-04-16,2026-01-18,HSE Lead
PRJ00151,Design Maturity,Complete,1.0,2027-05-04,2026-01-18,Construction Manager
PRJ00151,Procurement,Not Started,0.0,2027-04-23,2026-01-18,HSE Lead
PRJ00151,Contractor Mobilisation,Complete,1.0,2027-04-15,2026-01-18,Construction Manager
PRJ00151,Outage Plan,In Progress,0.24,2027-04-25,2026-01-18,Stakeholder Manager
PRJ00151,Stakeholder Engagement,In Progress,0.56,2027-05-17,2026-01-18,PMO Lead
PRJ00151,Safety & Compliance,In Progress,0.68,2027-05-02,2026-01-18,Engineering Manager
PRJ00151,Environmental,Complete,1.0,2027-04-13,2026-01-18,Engineering Manager
PRJ00151,Resource Plan,In Progress,0.26,2027-05-09,2026-01-18,Commercial Manager
PRJ00152,Permits & Consents,At Risk,0.5,2025-03-31,2025-03-29,Stakeholder Manager
PRJ00152,Land Access,In Progress,0.77,2025-03-23,2025-03-31,Stakeholder Manager
PRJ00152,Design Maturity,Not Started,0.0,2025-03-11,2025-03-01,Construction Manager
PRJ00152,Procurement,In Progress,0.59,2025-03-05,2025-01-31,Programme Controls
PRJ00152,Contractor Mobilisation,Complete,1.0,2025-02-15,2025-03-05,Commercial Manager
PRJ00152,Outage Plan,Not Started,0.0,2025-02-15,2025-02-28,Commercial Manager
PRJ00152,Stakeholder Engagement,Complete,1.0,2025-03-28,2025-03-24,Stakeholder Manager
PRJ00152,Safety & Compliance,Not Started,0.0,2025-04-12,2025-03-24,Commercial Manager
PRJ00152,Environmental,Complete,1.0,2025-02-13,2025-02-05,Programme Controls
PRJ00152,Resource Plan,In Progress,0.25,2025-02-14,2025-01-08,PMO Lead
PRJ00153,Permits & Consents,Complete,1.0,2026-11-20,2026-01-18,Programme Controls
PRJ00153,Land Access,In Progress,0.54,2026-10-28,2026-01-18,Stakeholder Manager
PRJ00153,Design Maturity,Complete,1.0,2026-10-28,2026-01-18,Engineering Manager
PRJ00153,Procurement,Complete,1.0,2026-11-28,2026-01-18,Programme Controls
PRJ00153,Contractor Mobilisation,Complete,1.0,2026-11-01,2026-01-18,Programme Controls
PRJ00153,Outage Plan,Complete,1.0,2026-10-16,2026-01-18,PMO Lead
PRJ00153,Stakeholder Engagement,Complete,1.0,2026-11-24,2026-01-18,Programme Controls
PRJ00153,Safety & Compliance,Complete,1.0,2026-11-06,2026-01-18,Commercial Manager
PRJ00153,Environmental,Complete,1.0,2026-10-15,2026-01-18,PMO Lead
PRJ00153,Resource Plan,Complete,1.0,2026-12-20,2026-01-18,Consents Lead
PRJ00154,Permits & Consents,In Progress,0.52,2025-10-06,2025-09-30,HSE Lead
PRJ00154,Land Access,At Risk,0.2,2025-10-02,2025-10-05,Construction Manager
PRJ00154,Design Maturity,In Progress,0.22,2025-11-15,2025-11-06,Consents Lead
PRJ00154,Procurement,In Progress,0.49,2025-09-30,2025-10-05,Construction Manager
PRJ00154,Contractor Mobilisation,In Progress,0.45,2025-10-10,2025-10-21,Commercial Manager
PRJ00154,Outage Plan,Complete,1.0,2025-09-30,2025-09-04,Programme Controls
PRJ00154,Stakeholder Engagement,In Progress,0.7,2025-11-01,2025-11-08,Construction Manager
PRJ00154,Safety & Compliance,Complete,1.0,2025-10-16,2025-10-20,HSE Lead
PRJ00154,Environmental,In Progress,0.43,2025-11-13,2025-10-12,Construction Manager
PRJ00154,Resource Plan,Complete,1.0,2025-11-13,2025-11-02,PMO Lead
PRJ00155,Permits & Consents,Complete,1.0,2024-07-23,2024-07-17,Construction Manager
PRJ00155,Land Access,Not Started,0.0,2024-05-25,2024-05-26,Consents Lead
PRJ00155,Design Maturity,In Progress,0.71,2024-06-17,2024-05-21,Engineering Manager
PRJ00155,Procurement,In Progress,0.69,2024-06-16,2024-06-03,Construction Manager
PRJ00155,Contractor Mobilisation,Complete,1.0,2024-07-14,2024-07-24,Commercial Manager
PRJ00155,Outage Plan,At Risk,0.16,2024-07-23,2024-07-13,Programme Controls
PRJ00155,Stakeholder Engagement,At Risk,0.48,2024-07-24,2024-06-28,Commercial Manager
PRJ00155,Safety & Compliance,In Progress,0.42,2024-07-27,2024-07-08,HSE Lead
