RecordType,RecordID,ProjectID,Category,Title,Probability,ImpactEUR,ExposureEUR,SeverityBand,Status,OwnerRole,CreatedDate,LastUpdatedDate,TargetCloseDate,ClosedDate,RootCause,Notes
Risk,RSK001199,PRJ00120,Environmental,Environmental risk – Permits/Consents,0.5,6440227,3242848,Medium,Mitigating,Stakeholder Manager,2024-02-05,2024-02-13,,,,
Risk,RSK001200,PRJ00120,Schedule,Schedule risk – Permits/Consents,0.22,5979780,1312757,Low,Closed,PMO Lead,2024-10-30,2025-03-31,,2025-05-26,,
Risk,RSK001201,PRJ00120,Schedule,Schedule risk – Permits/Consents,0.25,5696941,1409868,Low,Closed,Engineering Manager,2025-05-02,2025-07-18,,2025-07-27,,
Risk,RSK001202,PRJ00120,Technical,Technical risk – Permits/Consents,0.18,17374441,3067838,Medium,Open,Engineering Manager,2024-12-17,2025-06-04,,,,
Issue,ISS000777,PRJ00120,Design,Design issue – Contractor Capacity,,,,Minor,Closed,PMO Lead,2025-04-11,2025-05-25,2025-08-29,2025-08-18,Contractor Capacity,
Issue,ISS000778,PRJ00120,Procurement,Procurement issue – Scope Change,,,,Minor,Closed,Engineering Manager,2025-04-29,2025-06-21,2025-10-22,2025-10-20,Scope Change,
Issue,ISS000779,PRJ00120,Resourcing,Resourcing issue – Scope Change,,,,Minor,In Progress,Engineering Manager,2025-08-30,2025-10-30,2026-01-06,,Scope Change,
Issue,ISS000780,PRJ00120,Construction,Construction issue – Design Rework,,,,Minor,Closed,Stakeholder Manager,2025-05-03,2025-07-22,2025-09-13,2025-07-27,Design Rework,
Issue,ISS000781,PRJ00120,Stakeholder,Stakeholder issue – Inflation/Materials,,,,Minor,Closed,Programme Controls,2023-01-05,2023-03-30,2023-04-17,2023-03-28,Inflation/Materials,
Risk,RSK001203,PRJ00121,Schedule,Schedule risk – Land Access/Wayleaves,0.18,3889077,716834,Low,Open,Construction Manager,2023-12-13,2024-05-10,,,,
Risk,RSK001204,PRJ00121,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.53,7254918,3819103,Medium,Mitigating,Construction Manager,2024-11-13,2025-02-14,,,,
Risk,RSK001205,PRJ00121,Schedule,Schedule risk – Land Access/Wayleaves,0.16,2224023,346074,Low,Open,HSE Lead,2024-03-24,2024-06-23,,,,
Risk,RSK001206,PRJ00121,Regulatory,Regulatory risk – Land Access/Wayleaves,0.27,5099593,1398056,Low,Closed,Stakeholder Manager,2023-08-16,2023-09-28,,2023-10-18,,
Risk,RSK001207,PRJ00121,Safety,Safety risk – Land Access/Wayleaves,0.4,5769657,2332400,Medium,Closed,Commercial Manager,2024-03-20,2024-08-25,,2024-08-28,,
Risk,RSK001208,PRJ00121,Supply Chain,Supply Chain risk – Land Access/Wayleaves,0.08,6196406,492167,Low,Open,Consents Lead,2024-12-12,2025-01-18,,,,
Issue,ISS000782,PRJ00121,Procurement,Procurement issue – Scope Change,,,,Minor,Closed,Engineering Manager,2023-05-01,2023-05-23,2023-10-03,2023-09-13,Scope Change,
Issue,ISS000783,PRJ00121,Stakeholder,Stakeholder issue – Risk Realised,,,,Minor,Closed,HSE Lead,2023-08-26,2023-09-24,2024-02-14,2024-04-17,Risk Realised,
Issue,ISS000784,PRJ00121,Governance,Governance issue – Contractor Capacity,,,,Critical,Closed,Commercial Manager,2025-02-19,2025-03-27,2025-08-21,2025-09-07,Contractor Capacity,
Issue,ISS000785,PRJ00121,Design,Design issue – Contractor Claims,,,,Major,In Progress,Programme Controls,2024-11-12,2024-12-22,2025-02-10,,Contractor Claims,
Risk,RSK001209,PRJ00122,Safety,Safety risk – Procurement/Long Lead,0.42,8466362,3528073,Medium,Mitigating,Engineering Manager,2024-06-03,2024-11-15,,,,
Risk,RSK001210,PRJ00122,Cost,Cost risk – Procurement/Long Lead,0.05,3771439,190442,Low,Open,Engineering Manager,2023-09-22,2023-11-26,,,,
Risk,RSK001211,PRJ00122,Safety,Safety risk – Procurement/Long Lead,0.14,3397801,464595,Low,Open,Programme Controls,2023-04-03,2023-09-01,,,,
Risk,RSK001212,PRJ00122,Safety,Safety risk – Procurement/Long Lead,0.18,10080443,1794508,Low,Mitigating,PMO Lead,2025-09-01,2025-11-15,,,,
Risk,RSK001213,PRJ00122,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.23,20804210,4713215,Medium,Open,PMO Lead,2024-09-19,2024-11-06,,,,
Risk,RSK001214,PRJ00122,Environmental,Environmental risk – Procurement/Long Lead,0.24,3328787,783200,Low,Closed,PMO Lead,2024-04-07,2024-06-26,,2024-07-07,,
Issue,ISS000786,PRJ00122,Construction,Construction issue – Weather/Events,,,,Major,Closed,PMO Lead,2024-03-04,2024-05-13,2024-07-17,2024-10-16,Weather/Events,
Issue,ISS000787,PRJ00122,Procurement,Procurement issue – Productivity Delay,,,,Minor,Closed,Commercial Manager,2024-02-24,2024-03-28,2024-06-04,2024-05-24,Productivity Delay,
Issue,ISS000788,PRJ00122,Design,Design issue – Stakeholder/Community,,,,Minor,Closed,Stakeholder Manager,2024-01-19,2024-02-20,2024-08-04,2024-07-27,Stakeholder/Community,
Issue,ISS000789,PRJ00122,Stakeholder,Stakeholder issue – Inflation/Materials,,,,Minor,Open,Consents Lead,2025-08-20,2025-10-01,2026-01-12,,Inflation/Materials,
Risk,RSK001215,PRJ00123,Schedule,Schedule risk – Procurement/Long Lead,0.06,5571466,321262,Low,Mitigating,Engineering Manager,2025-06-23,2025-11-21,,,,
Risk,RSK001216,PRJ00123,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.55,4496934,2459335,Medium,Mitigating,Engineering Manager,2024-06-10,2024-10-21,,,,
Risk,RSK001217,PRJ00123,Technical,Technical risk – Procurement/Long Lead,0.44,8231052,3594938,Medium,Open,Commercial Manager,2023-02-26,2023-07-07,,,,
Risk,RSK001218,PRJ00123,Regulatory,Regulatory risk – Procurement/Long Lead,0.09,4887064,425784,Low,Open,PMO Lead,2024-06-30,2024-09-20,,,,
Risk,RSK001219,PRJ00123,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.24,27423416,6590034,Medium,Open,Programme Controls,2025-11-11,2026-01-18,,,,
Risk,RSK001220,PRJ00123,Technical,Technical risk – Procurement/Long Lead,0.24,6583780,1557478,Low,Open,Construction Manager,2024-02-04,2024-06-04,,,,
Risk,RSK001221,PRJ00123,Cost,Cost risk – Procurement/Long Lead,0.51,5493688,2780325,Medium,Open,Consents Lead,2023-10-31,2024-02-13,,,,
Risk,RSK001222,PRJ00123,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.41,6079893,2522891,Medium,Open,HSE Lead,2025-08-23,2025-11-20,,,,
Risk,RSK001223,PRJ00123,Regulatory,Regulatory risk – Procurement/Long Lead,0.37,5881668,2149045,Medium,Mitigating,Commercial Manager,2024-06-06,2024-10-07,,,,
Risk,RSK001224,PRJ00123,Regulatory,Regulatory risk – Procurement/Long Lead,0.17,4400872,757551,Low,Open,Programme Controls,2024-03-11,2024-06-29,,,,
Risk,RSK001225,PRJ00123,Cost,Cost risk – Procurement/Long Lead,0.16,3620346,574053,Low,Open,Engineering Manager,2023-03-20,2023-09-11,,,,
Risk,RSK001226,PRJ00123,Safety,Safety risk – Procurement/Long Lead,0.4,8644839,3487377,Medium,Open,HSE Lead,2023-01-17,2023-01-18,,,,
Risk,RSK001227,PRJ00123,Cost,Cost risk – Procurement/Long Lead,0.17,2710044,472055,Low,Open,PMO Lead,2023-11-02,2024-03-28,,,,
Issue,ISS000790,PRJ00123,Construction,Construction issue – Design Rework,,,,Major,Closed,Construction Manager,2023-03-06,2023-03-14,2023-06-03,2023-06-27,Design Rework,
Issue,ISS000791,PRJ00123,Procurement,Procurement issue – Land Access/Wayleaves,,,,Major,Blocked,Construction Manager,2023-02-06,2023-02-22,2023-04-21,,Land Access/Wayleaves,
Issue,ISS000792,PRJ00123,Procurement,Procurement issue – Permits/Consents,,,,Major,Closed,Commercial Manager,2025-06-18,2025-08-11,2025-08-05,2025-07-22,Permits/Consents,
Issue,ISS000793,PRJ00123,Construction,Construction issue – Contractor Claims,,,,Major,In Progress,Engineering Manager,2025-11-29,2025-12-06,2026-03-29,,Contractor Claims,
Risk,RSK001228,PRJ00124,Supply Chain,Supply Chain risk – Permits/Consents,0.16,7209145,1187020,Low,Mitigating,Stakeholder Manager,2024-06-04,2024-08-27,,,,
Risk,RSK001229,PRJ00124,Safety,Safety risk – Permits/Consents,0.54,2746897,1494313,Low,Mitigating,Consents Lead,2024-05-08,2024-10-17,,,,
Risk,RSK001230,PRJ00124,Stakeholder,Stakeholder risk – Permits/Consents,0.13,6142840,775471,Low,Open,Programme Controls,2023-01-15,2023-06-16,,,,
Risk,RSK001231,PRJ00124,Schedule,Schedule risk – Permits/Consents,0.48,4967143,2375433,Medium,Open,PMO Lead,2023-01-21,2023-02-27,,,,
Risk,RSK001232,PRJ00124,Technical,Technical risk – Permits/Consents,0.38,5267706,2027631,Medium,Mitigating,HSE Lead,2023-08-29,2024-02-16,,,,
Risk,RSK001233,PRJ00124,Schedule,Schedule risk – Permits/Consents,0.44,4647480,2023446,Medium,Open,Construction Manager,2024-08-29,2025-01-03,,,,
Risk,RSK001234,PRJ00124,Safety,Safety risk – Permits/Consents,0.21,4139536,848940,Low,Mitigating,Stakeholder Manager,2024-12-08,2025-04-20,,,,
Risk,RSK001235,PRJ00124,Regulatory,Regulatory risk – Permits/Consents,0.42,10663400,4437414,Medium,Closed,Stakeholder Manager,2025-05-05,2025-09-30,,2025-11-24,,
Risk,RSK001236,PRJ00124,Schedule,Schedule risk – Permits/Consents,0.06,4266669,272876,Low,Mitigating,PMO Lead,2024-04-19,2024-07-22,,,,
Risk,RSK001237,PRJ00124,Regulatory,Regulatory risk – Permits/Consents,0.16,4557070,718443,Low,Open,Consents Lead,2025-12-02,2026-01-18,,,,
Risk,RSK001238,PRJ00124,Cost,Cost risk – Permits/Consents,0.07,10486861,775200,Low,Open,Commercial Manager,2025-06-15,2025-06-25,,,,
Risk,RSK001239,PRJ00124,Supply Chain,Supply Chain risk – Permits/Consents,0.51,4369091,2216756,Medium,Open,Construction Manager,2024-03-17,2024-08-26,,,,
Risk,RSK001240,PRJ00124,Safety,Safety risk – Permits/Consents,0.32,3157140,1005312,Low,Mitigating,Stakeholder Manager,2025-08-31,2025-12-26,,,,
Issue,ISS000794,PRJ00124,Governance,Governance issue – Design Rework,,,,Major,Closed,PMO Lead,2025-10-05,2025-11-20,2026-03-15,2025-12-28,Design Rework,
Issue,ISS000795,PRJ00124,Design,Design issue – Permits/Consents,,,,Critical,Closed,Commercial Manager,2024-12-13,2025-02-16,2025-05-26,2025-04-10,Permits/Consents,
Issue,ISS000796,PRJ00124,Governance,Governance issue – Productivity Delay,,,,Minor,Open,Engineering Manager,2023-02-22,2023-05-07,2023-06-14,,Productivity Delay,
Issue,ISS000797,PRJ00124,Governance,Governance issue – Design Rework,,,,Minor,Closed,Construction Manager,2025-04-22,2025-05-05,2025-06-19,2025-05-30,Design Rework,
Risk,RSK001241,PRJ00125,Cost,Cost risk – Permits/Consents,0.17,3561138,611162,Low,Open,Engineering Manager,2024-12-20,2025-02-28,,,,
Risk,RSK001242,PRJ00125,Safety,Safety risk – Permits/Consents,0.29,6666992,1911281,Low,Mitigating,Commercial Manager,2024-03-25,2024-09-09,,,,
Risk,RSK001243,PRJ00125,Supply Chain,Supply Chain risk – Permits/Consents,0.55,2464868,1348524,Low,Mitigating,Consents Lead,2025-03-02,2025-08-20,,,,
Risk,RSK001244,PRJ00125,Cost,Cost risk – Permits/Consents,0.4,11950085,4722231,Medium,Open,Commercial Manager,2025-09-18,2026-01-18,,,,
Risk,RSK001245,PRJ00125,Schedule,Schedule risk – Permits/Consents,0.35,3379144,1199307,Low,Closed,Construction Manager,2025-06-15,2025-12-11,,2025-12-14,,
Risk,RSK001246,PRJ00125,Safety,Safety risk – Permits/Consents,0.19,3146051,584704,Low,Open,Construction Manager,2025-07-27,2025-09-22,,,,
Risk,RSK001247,PRJ00125,Regulatory,Regulatory risk – Permits/Consents,0.13,6513346,857511,Low,Open,Construction Manager,2025-10-14,2026-01-18,,,,
Issue,ISS000798,PRJ00125,Procurement,Procurement issue – Contractor Capacity,,,,Minor,Closed,Construction Manager,2023-10-15,2023-11-05,2024-01-16,2023-12-29,Contractor Capacity,
Issue,ISS000799,PRJ00125,Resourcing,Resourcing issue – Contractor Claims,,,,Major,Blocked,Engineering Manager,2025-10-23,2025-11-20,2026-04-01,,Contractor Claims,
Issue,ISS000800,PRJ00125,Procurement,Procurement issue – Contractor Claims,,,,Minor,Closed,Commercial Manager,2024-06-10,2024-06-19,2024-09-05,2024-08-18,Contractor Claims,
Issue,ISS000801,PRJ00125,Data/Reporting,Data/Reporting issue – Permits/Consents,,,,Minor,Closed,Engineering Manager,2025-01-06,2025-03-13,2025-07-17,2025-05-28,Permits/Consents,
Issue,ISS000802,PRJ00125,Procurement,Procurement issue – Stakeholder/Community,,,,Minor,In Progress,Stakeholder Manager,2023-02-02,2023-04-11,2023-07-04,,Stakeholder/Community,
Issue,ISS000803,PRJ00125,Design,Design issue – Contractor Capacity,,,,Major,Open,PMO Lead,2024-12-04,2024-12-09,2025-04-03,,Contractor Capacity,
Issue,ISS000804,PRJ00125,Design,Design issue – Contractor Claims,,,,Minor,In Progress,Commercial Manager,2024-10-25,2024-12-26,2025-06-10,,Contractor Claims,
Risk,RSK001248,PRJ00126,Supply Chain,Supply Chain risk – Permits/Consents,0.32,6222605,1967152,Low,Open,Consents Lead,2023-11-17,2024-05-12,,,,
Risk,RSK001249,PRJ00126,Cost,Cost risk – Permits/Consents,0.24,18216559,4364737,Medium,Mitigating,PMO Lead,2025-04-26,2025-06-15,,,,
Risk,RSK001250,PRJ00126,Safety,Safety risk – Permits/Consents,0.54,4905625,2644467,Medium,Open,PMO Lead,2023-09-04,2023-12-05,,,,
Risk,RSK001251,PRJ00126,Environmental,Environmental risk – Permits/Consents,0.44,12204974,5374298,Medium,Closed,Stakeholder Manager,2023-09-05,2023-11-18,,2023-12-18,,
Risk,RSK001252,PRJ00126,Environmental,Environmental risk – Permits/Consents,0.42,5066486,2146556,Medium,Open,Construction Manager,2024-08-28,2025-02-01,,,,
Risk,RSK001253,PRJ00126,Regulatory,Regulatory risk – Permits/Consents,0.5,4446815,2240036,Medium,Closed,Programme Controls,2023-10-21,2024-01-07,,2024-02-27,,
Risk,RSK001254,PRJ00126,Safety,Safety risk – Permits/Consents,0.46,6589778,3014470,Medium,Mitigating,Construction Manager,2025-01-01,2025-04-14,,,,
Risk,RSK001255,PRJ00126,Schedule,Schedule risk – Permits/Consents,0.38,10617916,4037964,Medium,Closed,PMO Lead,2024-03-31,2024-08-04,,2024-08-19,,
Risk,RSK001256,PRJ00126,Supply Chain,Supply Chain risk – Permits/Consents,0.53,2397324,1270747,Low,Open,Programme Controls,2024-05-27,2024-10-29,,,,
Risk,RSK001257,PRJ00126,Schedule,Schedule risk – Permits/Consents,0.29,8530184,2475375,Medium,Mitigating,Stakeholder Manager,2025-09-21,2025-09-23,,,,
Issue,ISS000805,PRJ00126,Governance,Governance issue – Design Rework,,,,Minor,Closed,Consents Lead,2025-02-11,2025-04-07,2025-04-14,2025-04-20,Design Rework,
Issue,ISS000806,PRJ00126,Construction,Construction issue – Permits/Consents,,,,Critical,Blocked,Construction Manager,2026-01-06,2026-01-18,2026-03-12,,Permits/Consents,
Issue,ISS000807,PRJ00126,Governance,Governance issue – Contractor Claims,,,,Minor,Blocked,Stakeholder Manager,2024-06-17,2024-07-25,2024-07-30,,Contractor Claims,
Issue,ISS000808,PRJ00126,Procurement,Procurement issue – Contractor Capacity,,,,Minor,Closed,Consents Lead,2023-05-23,2023-07-26,2023-08-06,2023-08-12,Contractor Capacity,
Risk,RSK001258,PRJ00127,Regulatory,Regulatory risk – Procurement/Long Lead,0.71,7225281,5160006,Medium,Open,Construction Manager,2025-02-24,2025-06-03,,,,
Risk,RSK001259,PRJ00127,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.24,9229206,2232138,Medium,Open,PMO Lead,2025-01-13,2025-01-15,,,,
Risk,RSK001260,PRJ00127,Safety,Safety risk – Procurement/Long Lead,0.82,3383342,2772488,Medium,Open,Consents Lead,2023-04-03,2023-07-17,,,,
Risk,RSK001261,PRJ00127,Safety,Safety risk – Procurement/Long Lead,0.42,3251232,1377151,Low,Open,HSE Lead,2024-10-28,2025-04-15,,,,
Risk,RSK001262,PRJ00127,Environmental,Environmental risk – Procurement/Long Lead,0.59,3117528,1839188,Low,Open,PMO Lead,2024-09-23,2024-10-08,,,,
Risk,RSK001263,PRJ00127,Cost,Cost risk – Procurement/Long Lead,0.48,4818391,2333178,Medium,Open,Commercial Manager,2023-09-13,2023-09-27,,,,
Risk,RSK001264,PRJ00127,Regulatory,Regulatory risk – Procurement/Long Lead,0.28,3163732,888227,Low,Closed,Consents Lead,2024-03-21,2024-04-23,,2024-06-04,,
Risk,RSK001265,PRJ00127,Schedule,Schedule risk – Procurement/Long Lead,0.24,6837363,1631184,Low,Open,Stakeholder Manager,2024-08-14,2024-11-20,,,,
Issue,ISS000809,PRJ00127,Construction,Construction issue – Scope Change,,,,Minor,Closed,Engineering Manager,2024-08-04,2024-08-31,2024-08-31,2024-08-28,Scope Change,
Issue,ISS000810,PRJ00127,Procurement,Procurement issue – Land Access/Wayleaves,,,,Major,Open,Programme Controls,2024-05-10,2024-08-06,2024-06-05,,Land Access/Wayleaves,
Issue,ISS000811,PRJ00127,Procurement,Procurement issue – Scope Change,,,,Minor,Blocked,Commercial Manager,2023-09-26,2023-11-18,2023-10-06,,Scope Change,
Issue,ISS000812,PRJ00127,Data/Reporting,Data/Reporting issue – Permits/Consents,,,,Major,Closed,HSE Lead,2023-02-16,2023-02-18,2023-04-27,2023-05-10,Permits/Consents,
Issue,ISS000813,PRJ00127,Design,Design issue – Design Rework,,,,Minor,Open,Construction Manager,2023-12-18,2024-03-01,2024-04-26,,Design Rework,
Issue,ISS000814,PRJ00127,Stakeholder,Stakeholder issue – Land Access/Wayleaves,,,,Major,In Progress,Construction Manager,2024-11-17,2025-02-04,2025-03-05,,Land Access/Wayleaves,
Risk,RSK001266,PRJ00128,Cost,Cost risk – Land Access/Wayleaves,0.24,2954085,709242,Low,Mitigating,Construction Manager,2024-05-17,2024-10-29,,,,
Risk,RSK001267,PRJ00128,Regulatory,Regulatory risk – Land Access/Wayleaves,0.69,8029337,5547895,Medium,Open,Programme Controls,2024-05-16,2024-05-31,,,,
Risk,RSK001268,PRJ00128,Cost,Cost risk – Land Access/Wayleaves,0.24,4122055,981486,Low,Open,HSE Lead,2025-09-09,2025-10-02,,,,
Risk,RSK001269,PRJ00128,Environmental,Environmental risk – Land Access/Wayleaves,0.31,6502435,2003877,Medium,Closed,Construction Manager,2024-07-25,2024-11-17,,2024-12-09,,
Risk,RSK001270,PRJ00128,Schedule,Schedule risk – Land Access/Wayleaves,0.69,1693822,1175769,Low,Open,Commercial Manager,2025-09-11,2026-01-18,,,,
Risk,RSK001271,PRJ00128,Regulatory,Regulatory risk – Land Access/Wayleaves,0.33,3910180,1271198,Low,Open,Commercial Manager,2024-03-05,2024-07-22,,,,
Risk,RSK001272,PRJ00128,Technical,Technical risk – Land Access/Wayleaves,0.67,4547222,3060744,Medium,Open,Stakeholder Manager,2023-02-23,2023-07-13,,,,
Issue,ISS000815,PRJ00128,Construction,Construction issue – Design Rework,,,,Major,Closed,HSE Lead,2023-03-08,2023-06-02,2023-08-18,2023-09-11,Design Rework,
Issue,ISS000816,PRJ00128,Design,Design issue – Land Access/Wayleaves,,,,Critical,Closed,PMO Lead,2025-07-08,2025-07-28,2026-02-11,2026-01-18,Land Access/Wayleaves,
Issue,ISS000817,PRJ00128,Resourcing,Resourcing issue – Procurement/Long Lead,,,,Minor,Closed,Consents Lead,2024-11-27,2025-02-02,2025-04-20,2025-05-31,Procurement/Long Lead,
Issue,ISS000818,PRJ00128,Data/Reporting,Data/Reporting issue – Procurement/Long Lead,,,,Minor,Open,Stakeholder Manager,2024-01-09,2024-03-14,2024-07-10,,Procurement/Long Lead,
Issue,ISS000819,PRJ00128,Governance,Governance issue – Land Access/Wayleaves,,,,Critical,In Progress,Engineering Manager,2024-10-21,2024-11-02,2025-05-01,,Land Access/Wayleaves,
Issue,ISS000820,PRJ00128,Design,Design issue – Scope Change,,,,Major,Closed,PMO Lead,2025-01-08,2025-04-04,2025-03-28,2025-03-19,Scope Change,
Issue,ISS000821,PRJ00128,Governance,Governance issue – Permits/Consents,,,,Major,Closed,Stakeholder Manager,2025-02-28,2025-05-02,2025-07-11,2025-09-24,Permits/Consents,
Issue,ISS000822,PRJ00128,Construction,Construction issue – Contractor Claims,,,,Minor,Open,Stakeholder Manager,2024-08-23,2024-10-22,2025-03-08,,Contractor Claims,
Issue,ISS000823,PRJ00128,Construction,Construction issue – Inflation/Materials,,,,Minor,Open,Programme Controls,2025-04-13,2025-05-18,2025-08-03,,Inflation/Materials,
Issue,ISS000824,PRJ00128,Data/Reporting,Data/Reporting issue – Land Access/Wayleaves,,,,Minor,Closed,HSE Lead,2024-11-23,2025-02-09,2025-05-22,2025-08-29,Land Access/Wayleaves,
Risk,RSK001273,PRJ00129,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.29,6490844,1905167,Low,Mitigating,Consents Lead,2024-07-10,2024-10-29,,,,
Risk,RSK001274,PRJ00129,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.11,5305612,580359,Low,Mitigating,Engineering Manager,2024-09-04,2025-02-21,,,,
Risk,RSK001275,PRJ00129,Schedule,Schedule risk – Procurement/Long Lead,0.2,3780448,737636,Low,Closed,Stakeholder Manager,2023-11-17,2024-03-20,,2024-04-27,,
Risk,RSK001276,PRJ00129,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.08,5239840,423378,Low,Open,Stakeholder Manager,2024-07-15,2024-11-22,,,,
Risk,RSK001277,PRJ00129,Cost,Cost risk – Procurement/Long Lead,0.2,7891612,1580972,Low,Mitigating,Consents Lead,2025-08-18,2025-12-29,,,,
Risk,RSK001278,PRJ00129,Schedule,Schedule risk – Procurement/Long Lead,0.15,2007089,298916,Low,Closed,Engineering Manager,2023-03-03,2023-04-08,,2023-05-18,,
Risk,RSK001279,PRJ00129,Technical,Technical risk – Procurement/Long Lead,0.12,1759076,207142,Low,Closed,Construction Manager,2025-08-02,2026-01-18,,2026-01-18,,
Risk,RSK001280,PRJ00129,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.27,3480102,942749,Low,Open,Programme Controls,2023-08-15,2024-01-14,,,,
Risk,RSK001281,PRJ00129,Technical,Technical risk – Procurement/Long Lead,0.34,4797782,1629774,Low,Closed,Programme Controls,2024-12-30,2025-02-08,,2025-02-14,,
Issue,ISS000825,PRJ00129,Procurement,Procurement issue – Contractor Claims,,,,Minor,Closed,Engineering Manager,2025-05-16,2025-07-29,2025-07-23,2025-06-28,Contractor Claims,
Issue,ISS000826,PRJ00129,Resourcing,Resourcing issue – Design Rework,,,,Critical,Blocked,PMO Lead,2025-06-02,2025-07-29,2025-06-07,,Design Rework,
Issue,ISS000827,PRJ00129,Stakeholder,Stakeholder issue – Inflation/Materials,,,,Major,Closed,Stakeholder Manager,2025-12-26,2026-01-18,2026-07-11,2026-01-18,Inflation/Materials,
Issue,ISS000828,PRJ00129,Design,Design issue – Permits/Consents,,,,Major,Closed,Stakeholder Manager,2023-02-21,2023-03-31,2023-04-24,2023-04-27,Permits/Consents,
Issue,ISS000829,PRJ00129,Resourcing,Resourcing issue – Permits/Consents,,,,Major,In Progress,Stakeholder Manager,2023-06-08,2023-08-15,2023-11-14,,Permits/Consents,
Issue,ISS000830,PRJ00129,Governance,Governance issue – Contractor Claims,,,,Major,Closed,Stakeholder Manager,2025-05-13,2025-06-13,2025-08-15,2025-08-20,Contractor Claims,
Issue,ISS000831,PRJ00129,Procurement,Procurement issue – Outage Window,,,,Critical,Blocked,Consents Lead,2025-09-26,2025-12-20,2026-02-17,,Outage Window,
Issue,ISS000832,PRJ00129,Design,Design issue – Permits/Consents,,,,Major,Closed,Commercial Manager,2023-08-08,2023-08-27,2024-01-25,2024-01-27,Permits/Consents,
Issue,ISS000833,PRJ00129,Design,Design issue – Stakeholder/Community,,,,Major,In Progress,HSE Lead,2024-08-02,2024-08-15,2025-01-27,,Stakeholder/Community,
Issue,ISS000834,PRJ00129,Construction,Construction issue – Design Rework,,,,Critical,Closed,Consents Lead,2025-06-30,2025-07-18,2025-07-30,2025-08-02,Design Rework,
Risk,RSK001282,PRJ00130,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.17,2096022,357658,Low,Mitigating,Programme Controls,2024-05-07,2024-09-18,,,,
Risk,RSK001283,PRJ00130,Technical,Technical risk – Land Access/Wayleaves,0.27,3598572,980116,Low,Open,Programme Controls,2025-07-23,2025-12-15,,,,
Risk,RSK001284,PRJ00130,Technical,Technical risk – Land Access/Wayleaves,0.45,4548091,2049824,Medium,Open,Commercial Manager,2023-09-18,2024-03-09,,,,
Risk,RSK001285,PRJ00130,Technical,Technical risk – Land Access/Wayleaves,0.53,3864081,2033005,Medium,Open,PMO Lead,2024-04-18,2024-05-13,,,,
Risk,RSK001286,PRJ00130,Cost,Cost risk – Land Access/Wayleaves,0.1,4656051,442768,Low,Mitigating,Commercial Manager,2023-10-05,2024-01-20,,,,
Risk,RSK001287,PRJ00130,Regulatory,Regulatory risk – Land Access/Wayleaves,0.05,4961725,270514,Low,Open,Commercial Manager,2024-01-09,2024-03-04,,,,
Risk,RSK001288,PRJ00130,Technical,Technical risk – Land Access/Wayleaves,0.33,4230192,1386929,Low,Open,Commercial Manager,2023-09-12,2024-03-05,,,,
Issue,ISS000835,PRJ00130,Data/Reporting,Data/Reporting issue – Permits/Consents,,,,Minor,Open,Stakeholder Manager,2025-06-22,2025-07-22,2025-08-25,,Permits/Consents,
Issue,ISS000836,PRJ00130,Safety,Safety issue – FX/Imports,,,,Major,Open,Construction Manager,2024-07-02,2024-08-27,2024-10-05,,FX/Imports,
Issue,ISS000837,PRJ00130,Design,Design issue – Procurement/Long Lead,,,,Major,Closed,Consents Lead,2025-10-13,2025-12-13,2026-03-15,2026-01-18,Procurement/Long Lead,
Issue,ISS000838,PRJ00130,Stakeholder,Stakeholder issue – Design Rework,,,,Minor,Closed,Construction Manager,2025-10-24,2025-10-26,2026-03-26,2026-01-18,Design Rework,
Risk,RSK001289,PRJ00131,Schedule,Schedule risk – Permits/Consents,0.19,5148223,958876,Low,Open,Construction Manager,2024-09-30,2025-02-24,,,,
Risk,RSK001290,PRJ00131,Technical,Technical risk – Permits/Consents,0.31,9901667,3091972,Medium,Open,HSE Lead,2025-02-03,2025-06-01,,,,
Risk,RSK001291,PRJ00131,Schedule,Schedule risk – Permits/Consents,0.13,17817263,2374643,Medium,Open,HSE Lead,2024-11-19,2024-11-21,,,,
Risk,RSK001292,PRJ00131,Stakeholder,Stakeholder risk – Permits/Consents,0.38,3829672,1464223,Low,Mitigating,Consents Lead,2024-12-11,2024-12-26,,,,
Risk,RSK001293,PRJ00131,Environmental,Environmental risk – Permits/Consents,0.26,2078219,537162,Low,Closed,Commercial Manager,2023-08-09,2023-12-21,,2024-02-10,,
Risk,RSK001294,PRJ00131,Schedule,Schedule risk – Permits/Consents,0.1,5832343,554934,Low,Open,Programme Controls,2024-01-26,2024-03-14,,,,
Risk,RSK001295,PRJ00131,Schedule,Schedule risk – Permits/Consents,0.53,14403340,7670212,Medium,Open,Stakeholder Manager,2023-07-07,2023-08-27,,,,
Issue,ISS000839,PRJ00131,Design,Design issue – Permits/Consents,,,,Major,Blocked,Engineering Manager,2023-05-30,2023-06-18,2023-07-24,,Permits/Consents,
