MilestoneID,ProjectID,MilestoneName,MilestonePhase,BaselineDate,ForecastDate,ActualDate,MilestoneStatus,DelayReason,OwnerRole
MS00132_001,PRJ00132,Construction Start,Construction,2026-02-20,2026-02-22,,Due,,Consents Lead
MS00132_002,PRJ00132,Planning Approval,Planning & Consents,2026-02-23,2026-03-10,,Due,,HSE Lead
MS00132_003,PRJ00132,Planning Submission,Planning & Consents,2026-02-24,2026-03-08,,Due,,PMO Lead
MS00132_004,PRJ00132,Route / Solution Selection,Planning & Consents,2026-02-24,2026-03-15,,Due,,Stakeholder Manager
MS00132_005,PRJ00132,Energisation,Commissioning,2026-03-09,2026-04-04,,Due,,Stakeholder Manager
MS00132_006,PRJ00132,Land Access Secured,Planning & Consents,2026-04-13,2026-04-16,,Due,,PMO Lead
MS00132_007,PRJ00132,Detailed Design Complete,Design,2026-04-25,2026-05-04,,Due,,Construction Manager
MS00132_008,PRJ00132,Civils Complete,Construction,2026-05-13,2026-05-01,,Due,,Programme Controls
MS00132_009,PRJ00132,Equipment Delivered,Procurement,2026-06-17,2026-07-29,,Due,,PMO Lead
MS00132_010,PRJ00132,Land Access Secured,Planning & Consents,2026-07-05,2026-07-04,,Due,,PMO Lead
MS00132_011,PRJ00132,Environmental Surveys Complete,Planning & Consents,2026-07-20,2026-08-05,2026-01-18,Completed,,Consents Lead
MS00132_012,PRJ00132,Energisation,Commissioning,2026-07-30,2026-07-29,,Due,,Commercial Manager
MS00132_013,PRJ00132,Equipment Delivered,Procurement,2026-08-13,2026-08-12,,Due,,Stakeholder Manager
MS00132_014,PRJ00132,Detailed Design Complete,Design,2026-08-26,2026-08-28,,Due,,Consents Lead
MS00132_015,PRJ00132,Site Mobilisation,Construction,2026-09-20,2026-09-08,,Due,,Construction Manager
MS00132_016,PRJ00132,Foundation Complete,Construction,2026-09-21,2026-09-09,2026-01-18,Completed,,Programme Controls
MS00132_017,PRJ00132,Design Freeze,Design,2026-11-24,2026-12-19,,Due,,Consents Lead
MS00132_018,PRJ00132,Route / Solution Selection,Planning & Consents,2026-12-19,2027-01-03,,Due,,Programme Controls
MS00132_019,PRJ00132,Equipment Delivered,Procurement,2027-02-06,2027-01-28,,Due,,Stakeholder Manager
MS00132_020,PRJ00132,Primary Plant Installed,Construction,2027-02-08,2027-02-21,,Due,,PMO Lead
MS00132_021,PRJ00132,Tender Issued,Procurement,2027-02-21,2027-03-12,,Due,,PMO Lead
MS00132_022,PRJ00132,Energisation,Commissioning,2027-04-13,2027-04-08,,Due,,Consents Lead
MS00132_023,PRJ00132,Civils Complete,Construction,2027-06-11,2027-06-24,2026-01-18,Completed,,Engineering Manager
MS00132_024,PRJ00132,Equipment Delivered,Procurement,2027-06-18,2027-07-10,,Due,,Programme Controls
MS00132_025,PRJ00132,Site Mobilisation,Construction,2027-08-12,2027-07-31,,Due,,Consents Lead
MS00132_026,PRJ00132,Environmental Surveys Complete,Planning & Consents,2027-09-24,2027-10-09,2026-01-18,Completed,,HSE Lead
MS00132_027,PRJ00132,Handover to Operations,Commissioning,2027-09-25,2027-10-07,,Due,,Engineering Manager
MS00132_028,PRJ00132,Stakeholder Engagement Plan,Planning & Consents,2027-10-04,2027-11-09,,Due,,HSE Lead
MS00132_029,PRJ00132,Stakeholder Engagement Plan,Planning & Consents,2027-10-29,2027-11-13,,Due,,Programme Controls
MS00132_030,PRJ00132,Contract Award,Procurement,2027-11-27,2027-11-26,,Due,,Engineering Manager
MS00132_031,PRJ00132,Route / Solution Selection,Planning & Consents,2027-12-28,2027-12-29,,Due,,PMO Lead
MS00132_032,PRJ00132,Equipment Delivered,Procurement,2028-01-24,2028-03-02,,Due,,Construction Manager
MS00132_033,PRJ00132,Land Access Secured,Planning & Consents,2028-02-18,2028-02-18,,Due,,Construction Manager
MS00132_034,PRJ00132,Civils Complete,Construction,2028-03-20,2028-04-04,,Due,,Consents Lead
MS00132_035,PRJ00132,Planning Submission,Planning & Consents,2028-05-23,2028-05-25,,Due,,HSE Lead
MS00132_036,PRJ00132,Concept Design Complete,Design,2028-06-01,2028-06-24,,Due,,Construction Manager
MS00132_037,PRJ00132,Equipment Delivered,Procurement,2028-06-08,2028-07-02,,Due,,Programme Controls
MS00132_038,PRJ00132,Tender Issued,Procurement,2028-06-20,2028-06-26,2026-01-18,Completed,,Consents Lead
MS00132_039,PRJ00132,Land Access Secured,Planning & Consents,2028-06-28,2028-06-27,,Due,,HSE Lead
MS00132_040,PRJ00132,Stakeholder Engagement Plan,Planning & Consents,2028-07-25,2028-07-24,,Due,,Stakeholder Manager
MS00132_041,PRJ00132,Route / Solution Selection,Planning & Consents,2028-07-28,2028-07-16,,Due,,HSE Lead
MS00132_042,PRJ00132,Land Access Secured,Planning & Consents,2028-08-10,2028-08-18,,Due,,Engineering Manager
MS00132_043,PRJ00132,Concept Design Complete,Design,2028-08-31,2028-09-07,,Due,,Programme Controls
MS00132_044,PRJ00132,Planning Submission,Planning & Consents,2028-09-02,2028-08-26,,Due,,Programme Controls
MS00132_045,PRJ00132,Construction Start,Construction,2028-09-05,2028-08-24,,Due,,Stakeholder Manager
MS00132_046,PRJ00132,Handover to Operations,Commissioning,2028-10-02,2028-10-11,,Due,,Stakeholder Manager
MS00132_047,PRJ00132,Energisation,Commissioning,2028-11-19,2028-11-30,,Due,,Consents Lead
MS00132_048,PRJ00132,Detailed Design Complete,Design,2028-12-21,2029-01-02,2026-01-18,Completed,,Consents Lead
MS00132_049,PRJ00132,Contract Award,Procurement,2028-12-26,2028-12-16,,Due,,Construction Manager
MS00132_050,PRJ00132,Secondary / Protection Installed,Construction,2029-01-19,2029-01-31,2026-01-18,Completed,,HSE Lead
MS00132_051,PRJ00132,Closeout & Benefits Review,Commissioning,2029-01-29,2029-02-01,,Due,,Consents Lead
MS00132_052,PRJ00132,Site Mobilisation,Construction,2029-02-09,2029-03-01,,Due,,Commercial Manager
MS00132_053,PRJ00132,Land Access Secured,Planning & Consents,2029-02-26,2029-02-16,,Due,,Construction Manager
MS00132_054,PRJ00132,Energisation,Commissioning,2029-03-08,2029-04-01,2026-01-18,Completed,,Engineering Manager
MS00132_055,PRJ00132,Equipment Delivered,Procurement,2029-03-15,2029-04-14,,Due,,PMO Lead
MS00133_001,PRJ00133,Site Mobilisation,Construction,2025-01-09,2024-12-30,2024-12-30,Completed,,Construction Manager
MS00133_002,PRJ00133,Environmental Surveys Complete,Planning & Consents,2025-01-26,2025-01-14,2024-12-30,Completed,,Programme Controls
MS00133_003,PRJ00133,Tender Issued,Procurement,2025-02-09,2025-02-14,2025-02-13,Completed,,Stakeholder Manager
MS00133_004,PRJ00133,Construction Start,Construction,2025-02-17,2025-02-05,2025-01-27,Completed,,PMO Lead
MS00133_005,PRJ00133,Primary Plant Installed,Construction,2025-02-26,2025-03-01,,Late,Permits/Consents,Stakeholder Manager
MS00133_006,PRJ00133,Construction Start,Construction,2025-03-23,2025-03-11,2025-03-01,Completed,,HSE Lead
MS00133_007,PRJ00133,Site Mobilisation,Construction,2025-03-24,2025-03-22,2025-03-20,Completed,,PMO Lead
MS00133_008,PRJ00133,Design Freeze,Design,2025-03-29,2025-03-23,2025-03-22,Completed,,PMO Lead
MS00133_009,PRJ00133,Construction Start,Construction,2025-04-06,2025-05-23,,Late,Permits/Consents,Construction Manager
MS00133_010,PRJ00133,Route / Solution Selection,Planning & Consents,2025-04-09,2025-04-30,2025-05-02,Completed,,Commercial Manager
MS00133_011,PRJ00133,Stakeholder Engagement Plan,Planning & Consents,2025-04-24,2025-06-13,2025-06-20,Completed,,HSE Lead
MS00133_012,PRJ00133,Secondary / Protection Installed,Construction,2025-04-30,2025-05-23,2025-05-25,Completed,,Programme Controls
MS00133_013,PRJ00133,Land Access Secured,Planning & Consents,2025-06-03,2025-07-19,2025-07-20,Completed,,Construction Manager
MS00133_014,PRJ00133,Primary Plant Installed,Construction,2025-06-19,2025-07-03,2025-06-25,Completed,,HSE Lead
MS00133_015,PRJ00133,Route / Solution Selection,Planning & Consents,2025-06-20,2025-08-22,2025-08-21,Completed,,Stakeholder Manager
MS00133_016,PRJ00133,Concept Design Complete,Design,2025-06-22,2025-07-26,2025-07-30,Completed,,PMO Lead
MS00133_017,PRJ00133,Detailed Design Complete,Design,2025-07-11,2025-07-13,,Late,Permits/Consents,Programme Controls
MS00133_018,PRJ00133,Concept Design Complete,Design,2025-07-20,2025-08-27,2025-08-28,Completed,,HSE Lead
MS00133_019,PRJ00133,Contract Award,Procurement,2025-07-23,2025-08-15,2025-08-03,Completed,,Programme Controls
MS00133_020,PRJ00133,Concept Design Complete,Design,2025-08-25,2025-09-11,,Late,Permits/Consents,HSE Lead
MS00133_021,PRJ00133,Foundation Complete,Construction,2025-08-29,2025-09-22,2025-09-22,Completed,,Commercial Manager
MS00133_022,PRJ00133,Civils Complete,Construction,2025-09-14,2025-10-26,2025-10-31,Completed,,Commercial Manager
MS00133_023,PRJ00133,Foundation Complete,Construction,2025-09-15,2025-09-03,,Late,Permits/Consents,HSE Lead
MS00133_024,PRJ00133,Detailed Design Complete,Design,2025-09-19,2025-10-02,2025-09-27,Completed,,Programme Controls
MS00133_025,PRJ00133,Secondary / Protection Installed,Construction,2025-10-05,2025-11-14,2025-11-10,Completed,,Consents Lead
MS00133_026,PRJ00133,Detailed Design Complete,Design,2025-10-27,2025-11-24,2025-11-17,Completed,,Consents Lead
MS00133_027,PRJ00133,Energisation,Commissioning,2025-11-11,2025-11-04,,Late,Permits/Consents,Stakeholder Manager
MS00133_028,PRJ00133,Tender Issued,Procurement,2025-12-05,2025-11-23,2025-12-02,Completed,,Consents Lead
MS00133_029,PRJ00133,Energisation,Commissioning,2025-12-10,2026-02-14,2026-01-18,Completed,,HSE Lead
MS00133_030,PRJ00133,Closeout & Benefits Review,Commissioning,2025-12-10,2025-12-27,,Late,Permits/Consents,Construction Manager
MS00133_031,PRJ00133,Secondary / Protection Installed,Construction,2025-12-12,2026-02-11,,Forecast,Permits/Consents,Construction Manager
MS00133_032,PRJ00133,Long-lead Equipment Ordered,Procurement,2026-01-02,2026-02-14,,Forecast,Permits/Consents,Programme Controls
MS00133_033,PRJ00133,Contract Award,Procurement,2026-01-02,2026-01-03,2026-01-09,Completed,,Commercial Manager
MS00133_034,PRJ00133,Planning Approval,Planning & Consents,2026-01-18,2026-01-06,2026-01-09,Completed,,Construction Manager
MS00133_035,PRJ00133,Design Freeze,Design,2026-01-25,2026-02-04,,Due,,HSE Lead
MS00133_036,PRJ00133,Long-lead Equipment Ordered,Procurement,2026-02-03,2026-02-24,2026-01-18,Completed,,Stakeholder Manager
MS00133_037,PRJ00133,Long-lead Equipment Ordered,Procurement,2026-02-13,2026-03-19,,Due,,PMO Lead
MS00133_038,PRJ00133,Primary Plant Installed,Construction,2026-03-01,2026-02-22,,Due,,PMO Lead
MS00133_039,PRJ00133,Handover to Operations,Commissioning,2026-03-02,2026-03-29,,Due,,Stakeholder Manager
MS00133_040,PRJ00133,Handover to Operations,Commissioning,2026-03-05,2026-04-01,,Due,,Programme Controls
MS00133_041,PRJ00133,Construction Start,Construction,2026-03-09,2026-04-26,,Due,,Construction Manager
MS00133_042,PRJ00133,Closeout & Benefits Review,Commissioning,2026-03-12,2026-03-26,2026-01-18,Completed,,Consents Lead
MS00133_043,PRJ00133,Handover to Operations,Commissioning,2026-03-13,2026-04-16,,Due,,Commercial Manager
MS00133_044,PRJ00133,Long-lead Equipment Ordered,Procurement,2026-03-21,2026-04-19,,Due,,Programme Controls
MS00133_045,PRJ00133,Tender Issued,Procurement,2026-03-28,2026-05-12,2026-01-18,Completed,,HSE Lead
MS00133_046,PRJ00133,Long-lead Equipment Ordered,Procurement,2026-04-10,2026-04-11,,Due,,Commercial Manager
MS00133_047,PRJ00133,Route / Solution Selection,Planning & Consents,2026-04-16,2026-04-04,,Due,,HSE Lead
MS00133_048,PRJ00133,Detailed Design Complete,Design,2026-04-20,2026-05-06,,Due,,Commercial Manager
MS00133_049,PRJ00133,Tender Issued,Procurement,2026-04-23,2026-05-09,2026-01-18,Completed,,Consents Lead
MS00133_050,PRJ00133,Secondary / Protection Installed,Construction,2026-04-28,2026-04-20,,Due,,Consents Lead
MS00133_051,PRJ00133,Concept Design Complete,Design,2026-06-14,2026-06-02,,Due,,Commercial Manager
MS00134_001,PRJ00134,Environmental Surveys Complete,Planning & Consents,2023-06-02,2023-06-15,2023-06-13,Completed,,Stakeholder Manager
MS00134_002,PRJ00134,Handover to Operations,Commissioning,2023-07-02,2023-07-08,2023-07-16,Completed,,HSE Lead
MS00134_003,PRJ00134,Planning Submission,Planning & Consents,2023-07-05,2023-07-25,2023-07-16,Completed,,Consents Lead
MS00134_004,PRJ00134,Environmental Surveys Complete,Planning & Consents,2023-07-25,2023-08-20,2023-08-12,Completed,,HSE Lead
MS00134_005,PRJ00134,Energisation,Commissioning,2023-07-30,2023-08-13,,Late,Permits/Consents,PMO Lead
MS00134_006,PRJ00134,Stakeholder Engagement Plan,Planning & Consents,2023-08-11,2023-08-27,2023-08-23,Completed,,Commercial Manager
MS00134_007,PRJ00134,Tender Issued,Procurement,2023-08-20,2023-09-22,2023-10-09,Completed,,HSE Lead
MS00134_008,PRJ00134,Tender Issued,Procurement,2023-08-20,2023-09-07,2023-09-07,Completed,,Stakeholder Manager
MS00134_009,PRJ00134,As-built Documentation Complete,Commissioning,2023-08-28,2023-08-21,2023-08-07,Completed,,Stakeholder Manager
MS00134_010,PRJ00134,Planning Approval,Planning & Consents,2023-09-12,2023-10-08,,Late,Permits/Consents,HSE Lead
MS00134_011,PRJ00134,Contract Award,Procurement,2023-09-12,2023-09-16,,Late,Permits/Consents,Stakeholder Manager
MS00134_012,PRJ00134,Long-lead Equipment Ordered,Procurement,2023-10-28,2023-11-04,2023-11-12,Completed,,Construction Manager
MS00134_013,PRJ00134,Testing & Commissioning Start,Commissioning,2023-11-11,2023-11-19,2023-11-05,Completed,,Commercial Manager
MS00134_014,PRJ00134,Detailed Design Complete,Design,2023-11-25,2023-12-17,2023-12-19,Completed,,HSE Lead
MS00134_015,PRJ00134,Planning Approval,Planning & Consents,2023-11-30,2024-01-03,2024-01-03,Completed,,Construction Manager
MS00134_016,PRJ00134,Energisation,Commissioning,2024-01-18,2024-01-24,2024-01-22,Completed,,Commercial Manager
MS00134_017,PRJ00134,Planning Approval,Planning & Consents,2024-03-06,2024-04-09,2024-04-16,Completed,,Commercial Manager
MS00134_018,PRJ00134,Civils Complete,Construction,2024-03-14,2024-03-23,,Late,Permits/Consents,PMO Lead
MS00134_019,PRJ00134,Concept Design Complete,Design,2024-03-18,2024-04-15,,Late,Permits/Consents,Programme Controls
MS00134_020,PRJ00134,Planning Submission,Planning & Consents,2024-04-09,2024-04-18,2024-04-18,Completed,,HSE Lead
MS00134_021,PRJ00134,Land Access Secured,Planning & Consents,2024-05-08,2024-05-06,2024-05-01,Completed,,Engineering Manager
MS00134_022,PRJ00134,As-built Documentation Complete,Commissioning,2024-05-21,2024-06-27,2024-06-24,Completed,,PMO Lead
MS00134_023,PRJ00134,Closeout & Benefits Review,Commissioning,2024-05-22,2024-05-19,2024-05-22,Completed,,Commercial Manager
MS00134_024,PRJ00134,Construction Start,Construction,2024-07-03,2024-06-29,2024-06-29,Completed,,Construction Manager
MS00134_025,PRJ00134,Testing & Commissioning Start,Commissioning,2024-07-13,2024-07-01,2024-06-30,Completed,,Stakeholder Manager
MS00134_026,PRJ00134,Handover to Operations,Commissioning,2024-07-28,2024-08-23,2024-08-16,Completed,,HSE Lead
MS00134_027,PRJ00134,Contract Award,Procurement,2024-08-15,2024-09-14,2024-09-25,Completed,,Programme Controls
MS00134_028,PRJ00134,Secondary / Protection Installed,Construction,2024-08-21,2024-09-02,2024-08-31,Completed,,PMO Lead
MS00134_029,PRJ00134,Equipment Delivered,Procurement,2024-09-05,2024-08-26,2024-08-26,Completed,,Construction Manager
MS00134_030,PRJ00134,Land Access Secured,Planning & Consents,2024-09-07,2024-09-13,2024-09-03,Completed,,Programme Controls
MS00134_031,PRJ00134,Construction Start,Construction,2024-09-28,2024-09-29,2024-10-05,Completed,,PMO Lead
MS00134_032,PRJ00134,Stakeholder Engagement Plan,Planning & Consents,2024-10-28,2024-10-18,2024-10-09,Completed,,Engineering Manager
MS00134_033,PRJ00134,Construction Start,Construction,2024-11-07,2024-11-05,2024-11-17,Completed,,Construction Manager
MS00134_034,PRJ00134,Concept Design Complete,Design,2025-02-19,2025-03-05,2025-03-06,Completed,,Construction Manager
MS00134_035,PRJ00134,Planning Submission,Planning & Consents,2025-03-03,2025-02-27,2025-03-05,Completed,,Commercial Manager
MS00134_036,PRJ00134,Civils Complete,Construction,2025-03-19,2025-03-30,,Late,Permits/Consents,Consents Lead
MS00134_037,PRJ00134,Planning Approval,Planning & Consents,2025-05-14,2025-05-02,2025-04-26,Completed,,Stakeholder Manager
MS00134_038,PRJ00134,Contract Award,Procurement,2025-05-20,2025-06-22,2025-06-24,Completed,,Construction Manager
MS00134_039,PRJ00134,Planning Submission,Planning & Consents,2025-06-03,2025-06-03,2025-06-03,Completed,,Construction Manager
MS00134_040,PRJ00134,Stakeholder Engagement Plan,Planning & Consents,2025-06-08,2025-06-28,2025-06-28,Completed,,Construction Manager
MS00134_041,PRJ00134,As-built Documentation Complete,Commissioning,2025-07-01,2025-07-10,2025-07-11,Completed,,Programme Controls
MS00134_042,PRJ00134,Construction Start,Construction,2025-07-06,2025-07-18,2025-07-31,Completed,,HSE Lead
MS00134_043,PRJ00134,Tender Issued,Procurement,2025-07-11,2025-06-29,2025-07-08,Completed,,Engineering Manager
MS00134_044,PRJ00134,Foundation Complete,Construction,2025-07-13,2025-07-07,2025-07-19,Completed,,Engineering Manager
MS00134_045,PRJ00134,Primary Plant Installed,Construction,2025-08-16,2025-08-10,,Late,Permits/Consents,Stakeholder Manager
MS00134_046,PRJ00134,Planning Submission,Planning & Consents,2025-08-21,2025-08-27,2025-08-27,Completed,,HSE Lead
MS00134_047,PRJ00134,As-built Documentation Complete,Commissioning,2025-08-23,2025-09-19,2025-09-19,Completed,,Commercial Manager
MS00134_048,PRJ00134,Foundation Complete,Construction,2025-10-30,2025-11-12,2025-11-11,Completed,,Consents Lead
MS00134_049,PRJ00134,Detailed Design Complete,Design,2025-11-19,2025-11-11,2025-11-16,Completed,,Engineering Manager
MS00134_050,PRJ00134,Concept Design Complete,Design,2025-12-02,2025-12-09,,Late,Permits/Consents,PMO Lead
MS00134_051,PRJ00134,Planning Submission,Planning & Consents,2026-03-27,2026-04-01,,Due,,PMO Lead
MS00134_052,PRJ00134,Concept Design Complete,Design,2026-03-27,2026-03-27,,Due,,Engineering Manager
MS00134_053,PRJ00134,Design Freeze,Design,2026-04-07,2026-04-13,,Due,,HSE Lead
MS00134_054,PRJ00134,Environmental Surveys Complete,Planning & Consents,2026-04-13,2026-05-01,,Due,,Stakeholder Manager
MS00135_001,PRJ00135,Stakeholder Engagement Plan,Planning & Consents,2024-03-11,2024-04-25,2024-04-30,Completed,,HSE Lead
MS00135_002,PRJ00135,Testing & Commissioning Start,Commissioning,2024-03-12,2024-04-28,2024-05-19,Completed,,Programme Controls
MS00135_003,PRJ00135,Closeout & Benefits Review,Commissioning,2024-03-13,2024-03-11,,Late,Permits/Consents,Consents Lead
MS00135_004,PRJ00135,Route / Solution Selection,Planning & Consents,2024-03-30,2024-04-23,2024-04-24,Completed,,Construction Manager
MS00135_005,PRJ00135,Foundation Complete,Construction,2024-04-05,2024-05-22,2024-05-20,Completed,,HSE Lead
MS00135_006,PRJ00135,Handover to Operations,Commissioning,2024-05-01,2024-06-21,2024-06-17,Completed,,Construction Manager
MS00135_007,PRJ00135,Civils Complete,Construction,2024-05-26,2024-07-20,,Late,Permits/Consents,Construction Manager
MS00135_008,PRJ00135,Closeout & Benefits Review,Commissioning,2024-05-27,2024-06-21,,Late,Permits/Consents,Programme Controls
MS00135_009,PRJ00135,Concept Design Complete,Design,2024-05-31,2024-08-01,2024-08-07,Completed,,Engineering Manager
MS00135_010,PRJ00135,Foundation Complete,Construction,2024-06-03,2024-06-08,2024-05-27,Completed,,Construction Manager
MS00135_011,PRJ00135,Testing & Commissioning Start,Commissioning,2024-06-20,2024-06-08,2024-06-06,Completed,,Construction Manager
MS00135_012,PRJ00135,Planning Approval,Planning & Consents,2024-06-26,2024-07-11,2024-07-17,Completed,,Stakeholder Manager
MS00135_013,PRJ00135,Site Mobilisation,Construction,2024-07-01,2024-08-23,,Late,Permits/Consents,Programme Controls
MS00135_014,PRJ00135,Closeout & Benefits Review,Commissioning,2024-07-07,2024-07-01,2024-07-01,Completed,,Construction Manager
MS00135_015,PRJ00135,Long-lead Equipment Ordered,Procurement,2024-07-28,2024-07-16,2024-07-22,Completed,,Programme Controls
MS00135_016,PRJ00135,Testing & Commissioning Start,Commissioning,2024-08-06,2024-07-25,2024-08-01,Completed,,Commercial Manager
MS00135_017,PRJ00135,Primary Plant Installed,Construction,2024-08-14,2024-09-24,2024-10-04,Completed,,Commercial Manager
MS00135_018,PRJ00135,Concept Design Complete,Design,2024-08-23,2024-08-11,2024-08-03,Completed,,Commercial Manager
MS00135_019,PRJ00135,Design Freeze,Design,2024-10-03,2024-11-08,2024-11-08,Completed,,HSE Lead
MS00135_020,PRJ00135,Long-lead Equipment Ordered,Procurement,2024-10-09,2024-10-22,2024-10-24,Completed,,Engineering Manager
MS00135_021,PRJ00135,Contract Award,Procurement,2024-10-10,2024-10-12,2024-10-09,Completed,,HSE Lead
MS00135_022,PRJ00135,Construction Start,Construction,2024-10-15,2024-10-11,2024-10-11,Completed,,Construction Manager
MS00135_023,PRJ00135,Foundation Complete,Construction,2024-10-28,2024-11-24,,Late,Permits/Consents,Commercial Manager
MS00135_024,PRJ00135,Tender Issued,Procurement,2024-10-30,2024-11-01,2024-11-07,Completed,,Construction Manager
MS00135_025,PRJ00135,Foundation Complete,Construction,2024-11-06,2024-11-28,2024-12-01,Completed,,Commercial Manager
MS00135_026,PRJ00135,Foundation Complete,Construction,2024-12-19,2025-01-20,2025-01-19,Completed,,Stakeholder Manager
MS00135_027,PRJ00135,Closeout & Benefits Review,Commissioning,2024-12-22,2025-01-29,2025-01-25,Completed,,Construction Manager
MS00135_028,PRJ00135,Testing & Commissioning Start,Commissioning,2024-12-22,2025-02-06,2025-02-07,Completed,,Consents Lead
MS00135_029,PRJ00135,Site Mobilisation,Construction,2025-01-07,2025-02-02,2025-02-04,Completed,,Programme Controls
MS00135_030,PRJ00135,Land Access Secured,Planning & Consents,2025-01-07,2025-01-02,2025-01-04,Completed,,HSE Lead
MS00135_031,PRJ00135,Detailed Design Complete,Design,2025-01-11,2025-02-14,2025-02-16,Completed,,Engineering Manager
MS00135_032,PRJ00135,Detailed Design Complete,Design,2025-02-22,2025-04-02,2025-03-31,Completed,,Consents Lead
MS00135_033,PRJ00135,Concept Design Complete,Design,2025-02-23,2025-03-12,2025-03-24,Completed,,Consents Lead
MS00135_034,PRJ00135,As-built Documentation Complete,Commissioning,2025-03-04,2025-03-19,,Late,Permits/Consents,PMO Lead
MS00135_035,PRJ00135,Equipment Delivered,Procurement,2025-03-12,2025-06-06,2025-06-07,Completed,,Commercial Manager
MS00135_036,PRJ00135,Closeout & Benefits Review,Commissioning,2025-03-16,2025-03-04,2025-03-09,Completed,,Commercial Manager
MS00135_037,PRJ00135,Planning Submission,Planning & Consents,2025-04-01,2025-05-06,,Late,Permits/Consents,PMO Lead
MS00135_038,PRJ00135,Primary Plant Installed,Construction,2025-04-01,2025-05-20,2025-05-31,Completed,,Programme Controls
MS00135_039,PRJ00135,Contract Award,Procurement,2025-04-05,2025-04-18,2025-04-20,Completed,,Stakeholder Manager
MS00135_040,PRJ00135,Secondary / Protection Installed,Construction,2025-04-10,2025-04-28,2025-05-01,Completed,,HSE Lead
MS00135_041,PRJ00135,Energisation,Commissioning,2025-04-14,2025-04-26,2025-04-29,Completed,,Stakeholder Manager
MS00135_042,PRJ00135,Equipment Delivered,Procurement,2025-04-23,2025-05-15,2025-05-15,Completed,,Programme Controls
MS00135_043,PRJ00135,Design Freeze,Design,2025-04-24,2025-06-08,2025-06-12,Completed,,PMO Lead
MS00135_044,PRJ00135,Civils Complete,Construction,2025-05-01,2025-05-18,2025-05-21,Completed,,PMO Lead
MS00135_045,PRJ00135,Land Access Secured,Planning & Consents,2025-05-07,2025-08-18,2025-08-10,Completed,,Construction Manager
MS00135_046,PRJ00135,Foundation Complete,Construction,2025-05-26,2025-06-05,2025-06-07,Completed,,Consents Lead
MS00135_047,PRJ00135,Long-lead Equipment Ordered,Procurement,2025-05-29,2025-07-26,2025-07-26,Completed,,Commercial Manager
MS00135_048,PRJ00135,Testing & Commissioning Start,Commissioning,2025-06-13,2025-07-19,2025-07-13,Completed,,PMO Lead
MS00135_049,PRJ00135,Route / Solution Selection,Planning & Consents,2025-06-16,2025-07-11,2025-07-17,Completed,,Consents Lead
MS00135_050,PRJ00135,Land Access Secured,Planning & Consents,2025-06-21,2025-08-20,2025-08-31,Completed,,Consents Lead
MS00135_051,PRJ00135,Detailed Design Complete,Design,2025-06-28,2025-06-16,2025-06-11,Completed,,Construction Manager
MS00135_052,PRJ00135,Construction Start,Construction,2025-07-08,2025-08-10,2025-07-31,Completed,,PMO Lead
MS00135_053,PRJ00135,Concept Design Complete,Design,2025-07-30,2025-08-02,2025-08-05,Completed,,HSE Lead
MS00135_054,PRJ00135,As-built Documentation Complete,Commissioning,2025-07-31,2025-08-11,2025-08-01,Completed,,HSE Lead
MS00135_055,PRJ00135,Handover to Operations,Commissioning,2025-08-27,2025-09-05,2025-09-05,Completed,,Consents Lead
MS00135_056,PRJ00135,Planning Submission,Planning & Consents,2025-09-29,2025-09-26,2025-09-26,Completed,,Engineering Manager
MS00135_057,PRJ00135,Equipment Delivered,Procurement,2025-10-04,2025-09-22,2025-09-30,Completed,,HSE Lead
MS00135_058,PRJ00135,Civils Complete,Construction,2025-10-11,2025-11-12,2025-11-10,Completed,,Stakeholder Manager
MS00135_059,PRJ00135,Secondary / Protection Installed,Construction,2025-10-15,2025-11-04,2025-11-01,Completed,,HSE Lead
MS00136_001,PRJ00136,Design Freeze,Design,2025-07-16,2025-07-06,2025-07-12,Completed,,Stakeholder Manager
MS00136_002,PRJ00136,Primary Plant Installed,Construction,2025-08-03,2025-07-23,2025-07-31,Completed,,Consents Lead
MS00136_003,PRJ00136,Concept Design Complete,Design,2025-08-31,2025-09-29,2025-10-05,Completed,,Stakeholder Manager
MS00136_004,PRJ00136,Civils Complete,Construction,2025-09-17,2025-10-18,2025-10-11,Completed,,HSE Lead
MS00136_005,PRJ00136,Stakeholder Engagement Plan,Planning & Consents,2025-10-13,2026-01-07,2026-01-11,Completed,,Commercial Manager
MS00136_006,PRJ00136,Stakeholder Engagement Plan,Planning & Consents,2025-10-21,2025-11-10,2025-11-16,Completed,,Engineering Manager
MS00136_007,PRJ00136,Construction Start,Construction,2025-10-27,2025-12-08,2025-12-04,Completed,,Programme Controls
MS00136_008,PRJ00136,Site Mobilisation,Construction,2025-11-22,2025-12-18,2025-12-07,Completed,,PMO Lead
MS00136_009,PRJ00136,Handover to Operations,Commissioning,2025-11-22,2026-01-01,,Late,Weather/Events,Engineering Manager
MS00136_010,PRJ00136,Construction Start,Construction,2025-12-13,2026-01-08,2026-01-09,Completed,,Commercial Manager
MS00136_011,PRJ00136,Site Mobilisation,Construction,2025-12-15,2026-02-04,,Forecast,Weather/Events,Construction Manager
MS00136_012,PRJ00136,Civils Complete,Construction,2025-12-17,2025-12-12,2025-12-06,Completed,,Programme Controls
MS00136_013,PRJ00136,Handover to Operations,Commissioning,2025-12-17,2025-12-05,2025-12-13,Completed,,HSE Lead
